pos,SRR,low_mean,mean,high_mean,2,max,min,3,1,num_reads,avg_phred_score
30,SRR23143796,32.0712,32.4997,32.9282,Max,32.7139,32.2855,Min,Mean,0,29.8893
31,SRR23143796,32.0054,32.5646,33.1237,Max,32.8441,32.285,Min,Mean,0,29.8893
32,SRR23143796,31.6651,32.2551,32.845,Max,32.55,31.9601,Min,Mean,0,29.8893
33,SRR23143796,31.8276,32.3921,32.9567,Max,32.6744,32.1099,Min,Mean,0,29.8893
34,SRR23143796,31.7073,32.1641,32.6208,Max,32.3924,31.9357,Min,Mean,0,29.8893
35,SRR23143796,31.606,32.2062,32.8064,Max,32.5063,31.9061,Min,Mean,0,29.8893
36,SRR23143796,32.1057,32.1379,32.1702,Max,32.1541,32.1218,Min,Mean,0,29.8893
37,SRR23143796,31.2137,32.0971,32.9806,Max,32.5389,31.6554,Min,Mean,0,29.8893
38,SRR23143796,31.6446,32.1359,32.6272,Max,32.3815,31.8902,Min,Mean,0,29.8893
39,SRR23143796,31.4037,32.0303,32.6569,Max,32.3436,31.717,Min,Mean,0,29.8893
40,SRR23143796,31.2976,31.8456,32.3936,Max,32.1196,31.5716,Min,Mean,11693,29.8893
41,SRR23143796,31.5072,31.8384,32.1697,Max,32.0041,31.6728,Min,Mean,-11693,29.8893
42,SRR23143796,31.4636,31.8927,32.3219,Max,32.1073,31.6782,Min,Mean,0,29.8893
43,SRR23143796,31.4849,31.7508,32.0167,Max,31.8838,31.6179,Min,Mean,0,29.8893
44,SRR23143796,31.2497,31.7263,32.2029,Max,31.9646,31.488,Min,Mean,0,29.8893
45,SRR23143796,31.1295,31.5364,31.9433,Max,31.7398,31.3329,Min,Mean,0,29.8893
46,SRR23143796,31.2216,31.5327,31.8439,Max,31.6883,31.3772,Min,Mean,0,29.8893
47,SRR23143796,31.0469,31.4645,31.8821,Max,31.6733,31.2557,Min,Mean,0,29.8893
48,SRR23143796,30.9143,31.4931,32.0718,Max,31.7824,31.2037,Min,Mean,0,29.8893
49,SRR23143796,30.8647,31.3316,31.7985,Max,31.565,31.0981,Min,Mean,0,29.8893
50,SRR23143796,30.9493,31.4346,31.9198,Max,31.6772,31.1919,Min,Mean,0,29.8893
51,SRR23143796,30.8755,31.2695,31.6635,Max,31.4665,31.0725,Min,Mean,0,29.8893
52,SRR23143796,30.93,31.4532,31.9763,Max,31.7147,31.1916,Min,Mean,0,29.8893
53,SRR23143796,30.5773,31.1731,31.7689,Max,31.471,30.8752,Min,Mean,0,29.8893
54,SRR23143796,30.7369,31.2945,31.8521,Max,31.5733,31.0157,Min,Mean,0,29.8893
55,SRR23143796,30.6264,30.9117,31.1969,Max,31.0543,30.769,Min,Mean,0,29.8893
56,SRR23143796,30.4851,31.2673,32.0495,Max,31.6584,30.8762,Min,Mean,0,29.8893
57,SRR23143796,30.3405,30.9306,31.5208,Max,31.2257,30.6356,Min,Mean,0,29.8893
58,SRR23143796,30.427,31.1771,31.9272,Max,31.5522,30.8021,Min,Mean,6129,29.8893
59,SRR23143796,30.0023,30.8411,31.6799,Max,31.2605,30.4217,Min,Mean,-6129,29.8893
60,SRR23143796,30.6368,31.2351,31.8335,Max,31.5343,30.936,Min,Mean,0,29.8893
61,SRR23143796,30.0758,30.7541,31.4324,Max,31.0933,30.4149,Min,Mean,1,29.8893
62,SRR23143796,30.2062,31.0707,31.9352,Max,31.5029,30.6384,Min,Mean,-1,29.8893
63,SRR23143796,29.9083,30.6315,31.3546,Max,30.993,30.2699,Min,Mean,5981,29.8893
64,SRR23143796,30.3411,30.9491,31.5571,Max,31.2531,30.6451,Min,Mean,-5981,29.8893
65,SRR23143796,30.1754,30.4746,30.7738,Max,30.6242,30.325,Min,Mean,0,29.8893
66,SRR23143796,30.3066,30.8787,31.4508,Max,31.1648,30.5927,Min,Mean,0,29.8893
67,SRR23143796,29.7139,30.3974,31.0809,Max,30.7391,30.0557,Min,Mean,0,29.8893
68,SRR23143796,30.1035,30.8036,31.5037,Max,31.1536,30.4535,Min,Mean,0,29.8893
69,SRR23143796,29.9287,30.2982,30.6677,Max,30.4829,30.1135,Min,Mean,0,29.8893
70,SRR23143796,30.1233,30.6486,31.174,Max,30.9113,30.3859,Min,Mean,0,29.8893
71,SRR23143796,29.705,30.0867,30.4684,Max,30.2776,29.8959,Min,Mean,0,29.8893
72,SRR23143796,29.9272,30.5105,31.0939,Max,30.8022,30.2189,Min,Mean,0,29.8893
73,SRR23143796,29.7347,29.8876,30.0404,Max,29.964,29.8111,Min,Mean,0,29.8893
74,SRR23143796,29.7696,30.3176,30.8655,Max,30.5915,30.0436,Min,Mean,0,29.8893
75,SRR23143796,29.6631,29.7058,29.7485,Max,29.7271,29.6844,Min,Mean,0,29.8893
76,SRR23143796,29.9528,29.9703,29.9877,Max,29.979,29.9615,Min,Mean,0,29.8893
77,SRR23143796,29.0266,29.3188,29.6109,Max,29.4649,29.1727,Min,Mean,0,29.8893
78,SRR23143796,29.244,29.7847,30.3255,Max,30.0551,29.5144,Min,Mean,0,29.8893
79,SRR23143796,28.4622,29.0938,29.7254,Max,29.4096,28.778,Min,Mean,0,29.8893
80,SRR23143796,28.8584,29.5549,30.2514,Max,29.9032,29.2067,Min,Mean,0,29.8893
81,SRR23143796,27.83,28.8387,29.8475,Max,29.3431,28.3344,Min,Mean,0,29.8893
82,SRR23143796,28.5081,29.3463,30.1845,Max,29.7654,28.9272,Min,Mean,0,29.8893
83,SRR23143796,27.6786,28.6748,29.671,Max,29.1729,28.1767,Min,Mean,0,29.8893
84,SRR23143796,27.8073,29.0463,30.2854,Max,29.6658,28.4268,Min,Mean,0,29.8893
85,SRR23143796,27.3964,28.5062,29.616,Max,29.0611,27.9513,Min,Mean,0,29.8893
86,SRR23143796,27.8372,28.9055,29.9738,Max,29.4397,28.3714,Min,Mean,0,29.8893
87,SRR23143796,27.0411,28.2673,29.4935,Max,28.8804,27.6542,Min,Mean,0,29.8893
88,SRR23143796,27.3393,28.7958,30.2522,Max,29.524,28.0675,Min,Mean,0,29.8893
89,SRR23143796,26.8637,28.1105,29.3573,Max,28.7339,27.4871,Min,Mean,0,29.8893
90,SRR23143796,27.2144,28.7406,30.2669,Max,29.5038,27.9775,Min,Mean,0,29.8893
91,SRR23143796,26.4887,27.886,29.2833,Max,28.5846,27.1874,Min,Mean,10,29.8893
92,SRR23143796,26.8455,28.3753,29.9051,Max,29.1402,27.6104,Min,Mean,-10,29.8893
93,SRR23143796,26.264,27.6874,29.1108,Max,28.3991,26.9757,Min,Mean,12043,29.8893
94,SRR23143796,26.2458,28.1078,29.9699,Max,29.0389,27.1768,Min,Mean,-12043,29.8893
95,SRR23143796,25.9874,27.6677,29.3479,Max,28.5078,26.8275,Min,Mean,0,29.8893
96,SRR23143796,26.4641,28.0683,29.6724,Max,28.8703,27.2662,Min,Mean,0,29.8893
97,SRR23143796,25.8658,27.4025,28.9393,Max,28.1709,26.6342,Min,Mean,0,29.8893
98,SRR23143796,26.0202,27.7947,29.5692,Max,28.682,26.9075,Min,Mean,0,29.8893
99,SRR23143796,25.8164,27.3487,28.881,Max,28.1149,26.5826,Min,Mean,0,29.8893
100,SRR23143796,26.1234,27.8279,29.5324,Max,28.6802,26.9757,Min,Mean,0,29.8893
101,SRR23143796,25.4311,27.1486,28.8661,Max,28.0073,26.2899,Min,Mean,0,29.8893
102,SRR23143796,25.3165,27.4825,29.6485,Max,28.5655,26.3995,Min,Mean,0,29.8893
103,SRR23143796,24.7554,26.9291,29.1029,Max,28.016,25.8423,Min,Mean,0,29.8893
104,SRR23143796,24.915,27.1968,29.4786,Max,28.3377,26.0559,Min,Mean,0,29.8893
105,SRR23143796,24.724,26.6551,28.5863,Max,27.6207,25.6896,Min,Mean,0,29.8893
106,SRR23143796,25.2503,27.0638,28.8773,Max,27.9705,26.157,Min,Mean,0,29.8893
107,SRR23143796,25.4503,26.6445,27.8387,Max,27.2416,26.0474,Min,Mean,0,29.8893
108,SRR23143796,25.8128,27.0353,28.2577,Max,27.6465,26.424,Min,Mean,0,29.8893
109,SRR23143796,25.7685,26.762,27.7555,Max,27.2587,26.2652,Min,Mean,0,29.8893
110,SRR23143796,26.0554,27.2897,28.524,Max,27.9069,26.6725,Min,Mean,0,29.8893
111,SRR23143796,25.9565,26.9163,27.8761,Max,27.3962,26.4364,Min,Mean,1,29.8893
112,SRR23143796,26.043,27.3872,28.7314,Max,28.0593,26.7151,Min,Mean,-1,29.8893
113,SRR23143796,25.9144,27.0177,28.1211,Max,27.5694,26.466,Min,Mean,0,29.8893
114,SRR23143796,25.8823,27.3749,28.8674,Max,28.1211,26.6286,Min,Mean,0,29.8893
115,SRR23143796,25.5156,26.9154,28.3151,Max,27.6152,26.2155,Min,Mean,0,29.8893
116,SRR23143796,25.7922,27.2763,28.7605,Max,28.0184,26.5343,Min,Mean,0,29.8893
117,SRR23143796,25.7193,26.9607,28.2021,Max,27.5814,26.34,Min,Mean,0,29.8893
118,SRR23143796,25.7479,27.2254,28.7028,Max,27.9641,26.4866,Min,Mean,0,29.8893
119,SRR23143796,25.6172,26.9071,28.197,Max,27.5521,26.2622,Min,Mean,0,29.8893
120,SRR23143796,25.9596,27.4032,28.8468,Max,28.125,26.6814,Min,Mean,0,29.8893
121,SRR23143796,26.1149,27.0604,28.006,Max,27.5332,26.5877,Min,Mean,23,29.8893
122,SRR23143796,26.1557,27.4941,28.8324,Max,28.1632,26.8249,Min,Mean,-23,29.8893
123,SRR23143796,26.1891,27.1611,28.1331,Max,27.6471,26.6751,Min,Mean,0,29.8893
124,SRR23143796,26.2507,27.5014,28.7521,Max,28.1267,26.8761,Min,Mean,0,29.8893
125,SRR23143796,26.3201,27.2633,28.2065,Max,27.7349,26.7917,Min,Mean,5575,29.8893
126,SRR23143796,26.2875,27.4098,28.5322,Max,27.971,26.8487,Min,Mean,-5575,29.8893
127,SRR23143796,26.1063,27.3136,28.5209,Max,27.9172,26.7099,Min,Mean,0,29.8893
128,SRR23143796,26.133,27.4414,28.7497,Max,28.0955,26.7872,Min,Mean,0,29.8893
129,SRR23143796,26.162,27.2527,28.3435,Max,27.7981,26.7074,Min,Mean,0,29.8893
130,SRR23143796,26.3406,27.5227,28.7048,Max,28.1137,26.9317,Min,Mean,0,29.8893
131,SRR23143796,26.4766,27.3657,28.2548,Max,27.8103,26.9212,Min,Mean,0,29.8893
132,SRR23143796,26.5335,27.5892,28.6449,Max,28.1171,27.0613,Min,Mean,0,29.8893
133,SRR23143796,26.6427,27.3995,28.1564,Max,27.778,27.0211,Min,Mean,0,29.8893
134,SRR23143796,26.6547,27.7098,28.7648,Max,28.2373,27.1822,Min,Mean,2,29.8893
135,SRR23143796,26.8039,27.5008,28.1977,Max,27.8492,27.1523,Min,Mean,-2,29.8893
136,SRR23143796,26.8185,27.7832,28.7478,Max,28.2655,27.3008,Min,Mean,1,29.8893
137,SRR23143796,26.7553,27.5544,28.3534,Max,27.9539,27.1548,Min,Mean,-1,29.8893
138,SRR23143796,26.8638,27.804,28.7443,Max,28.2742,27.3339,Min,Mean,0,29.8893
139,SRR23143796,26.7905,27.6295,28.4685,Max,28.049,27.21,Min,Mean,0,29.8893
140,SRR23143796,26.9955,27.7653,28.5351,Max,28.1502,27.3804,Min,Mean,0,29.8893
141,SRR23143796,26.9487,27.645,28.3413,Max,27.9932,27.2969,Min,Mean,0,29.8893
142,SRR23143796,27.1269,27.8137,28.5004,Max,28.157,27.4703,Min,Mean,0,29.8893
143,SRR23143796,27.1189,27.7545,28.3902,Max,28.0724,27.4367,Min,Mean,5572,29.8893
144,SRR23143796,27.2746,27.9418,28.609,Max,28.2754,27.6082,Min,Mean,-5572,29.8893
145,SRR23143796,27.2571,27.846,28.4349,Max,28.1404,27.5515,Min,Mean,12170,29.8893
146,SRR23143796,27.3182,27.9957,28.6732,Max,28.3344,27.6569,Min,Mean,-12170,29.8893
147,SRR23143796,27.2883,27.9425,28.5967,Max,28.2696,27.6154,Min,Mean,0,29.8893
148,SRR23143796,27.3351,28.0457,28.7563,Max,28.401,27.6904,Min,Mean,1,29.8893
149,SRR23143796,27.2592,27.9668,28.6744,Max,28.3206,27.613,Min,Mean,-1,29.8893
150,SRR23143796,27.2774,27.9712,28.665,Max,28.3181,27.6243,Min,Mean,1672444,29.8893
0,SRR23143787,32.3935,32.549,32.7045,Max,32.6267,32.4712,Min,Mean,3,29.74165
1,SRR23143787,32.3189,32.9251,33.5312,Max,33.2281,32.622,Min,Mean,7,29.74165
2,SRR23143787,32.7491,32.8816,33.0141,Max,32.9478,32.8153,Min,Mean,-10,29.74165
3,SRR23143787,33.0762,33.1909,33.3055,Max,33.2482,33.1336,Min,Mean,0,29.74165
4,SRR23143787,32.8864,33.0776,33.2688,Max,33.1732,32.982,Min,Mean,0,29.74165
5,SRR23143787,32.9485,33.2711,33.5936,Max,33.4323,33.1098,Min,Mean,0,29.74165
6,SRR23143787,33.0135,33.1732,33.3328,Max,33.253,33.0933,Min,Mean,0,29.74165
7,SRR23143787,32.9331,33.2902,33.6473,Max,33.4688,33.1117,Min,Mean,0,29.74165
8,SRR23143787,33.0089,33.1751,33.3413,Max,33.2582,33.092,Min,Mean,0,29.74165
9,SRR23143787,33.0715,33.3878,33.7041,Max,33.5459,33.2296,Min,Mean,0,29.74165
10,SRR23143787,33.0701,33.2536,33.4372,Max,33.3454,33.1618,Min,Mean,1,29.74165
11,SRR23143787,33.0497,33.37,33.6902,Max,33.5301,33.2099,Min,Mean,-1,29.74165
12,SRR23143787,33.0084,33.2472,33.4859,Max,33.3665,33.1278,Min,Mean,0,29.74165
13,SRR23143787,33.014,33.3623,33.7106,Max,33.5365,33.1882,Min,Mean,0,29.74165
14,SRR23143787,32.9372,33.2252,33.5132,Max,33.3692,33.0812,Min,Mean,0,29.74165
15,SRR23143787,33.0799,33.3333,33.5868,Max,33.4601,33.2066,Min,Mean,0,29.74165
16,SRR23143787,32.9316,33.204,33.4765,Max,33.3403,33.0678,Min,Mean,0,29.74165
17,SRR23143787,32.9771,33.3295,33.682,Max,33.5058,33.1533,Min,Mean,0,29.74165
18,SRR23143787,32.9253,33.2131,33.5009,Max,33.357,33.0692,Min,Mean,20115,29.74165
19,SRR23143787,32.3938,33.1004,33.8069,Max,33.4537,32.7471,Min,Mean,-20115,29.74165
20,SRR23143787,32.8184,33.1551,33.4919,Max,33.3235,32.9868,Min,Mean,0,29.74165
21,SRR23143787,32.9111,33.2281,33.5452,Max,33.3867,33.0696,Min,Mean,0,29.74165
22,SRR23143787,32.732,33.0828,33.4335,Max,33.2581,32.9074,Min,Mean,0,29.74165
23,SRR23143787,32.7483,33.168,33.5876,Max,33.3778,32.9581,Min,Mean,0,29.74165
24,SRR23143787,32.6558,33.0277,33.3996,Max,33.2137,32.8418,Min,Mean,0,29.74165
25,SRR23143787,32.845,33.1342,33.4235,Max,33.2789,32.9896,Min,Mean,0,29.74165
26,SRR23143787,32.6473,32.9466,33.2459,Max,33.0963,32.797,Min,Mean,0,29.74165
27,SRR23143787,32.6878,32.9828,33.2777,Max,33.1303,32.8353,Min,Mean,0,29.74165
28,SRR23143787,32.5157,32.8518,33.188,Max,33.0199,32.6838,Min,Mean,0,29.74165
29,SRR23143787,32.5661,32.9195,33.273,Max,33.0962,32.7428,Min,Mean,0,29.74165
30,SRR23143787,32.3669,32.6782,32.9894,Max,32.8338,32.5225,Min,Mean,0,29.74165
31,SRR23143787,32.3652,32.8123,33.2593,Max,33.0358,32.5887,Min,Mean,0,29.74165
32,SRR23143787,32.1253,32.5441,32.9629,Max,32.7535,32.3347,Min,Mean,0,29.74165
33,SRR23143787,32.3544,32.7217,33.0891,Max,32.9054,32.5381,Min,Mean,0,29.74165
34,SRR23143787,32.0864,32.4192,32.7521,Max,32.5856,32.2528,Min,Mean,0,29.74165
35,SRR23143787,32.1844,32.5801,32.9757,Max,32.7779,32.3822,Min,Mean,0,29.74165
36,SRR23143787,32.0574,32.3322,32.607,Max,32.4696,32.1948,Min,Mean,0,29.74165
37,SRR23143787,32.0176,32.4418,32.8659,Max,32.6539,32.2297,Min,Mean,0,29.74165
38,SRR23143787,31.8568,32.2674,32.678,Max,32.4727,32.0621,Min,Mean,0,29.74165
39,SRR23143787,31.951,32.3442,32.7373,Max,32.5407,32.1476,Min,Mean,0,29.74165
40,SRR23143787,31.7353,32.105,32.4746,Max,32.2898,31.9202,Min,Mean,20472,29.74165
41,SRR23143787,31.7992,32.1635,32.5279,Max,32.3457,31.9814,Min,Mean,-20472,29.74165
42,SRR23143787,31.6803,32.0391,32.3979,Max,32.2185,31.8597,Min,Mean,0,29.74165
43,SRR23143787,31.7821,32.1036,32.4252,Max,32.2644,31.9429,Min,Mean,0,29.74165
44,SRR23143787,31.4768,31.8981,32.3195,Max,32.1088,31.6875,Min,Mean,0,29.74165
45,SRR23143787,31.5305,31.9052,32.2799,Max,32.0926,31.7178,Min,Mean,0,29.74165
46,SRR23143787,31.4071,31.8481,32.2891,Max,32.0686,31.6276,Min,Mean,0,29.74165
47,SRR23143787,31.5165,31.7985,32.0805,Max,31.9395,31.6575,Min,Mean,0,29.74165
48,SRR23143787,31.2998,31.7386,32.1773,Max,31.958,31.5192,Min,Mean,0,29.74165
49,SRR23143787,31.257,31.6473,32.0377,Max,31.8425,31.4522,Min,Mean,0,29.74165
50,SRR23143787,31.1977,31.6939,32.1901,Max,31.942,31.4458,Min,Mean,0,29.74165
51,SRR23143787,31.1285,31.5305,31.9325,Max,31.7315,31.3295,Min,Mean,0,29.74165
52,SRR23143787,31.0338,31.5888,32.1437,Max,31.8662,31.3113,Min,Mean,0,29.74165
53,SRR23143787,30.935,31.3495,31.7639,Max,31.5567,31.1422,Min,Mean,0,29.74165
54,SRR23143787,31.006,31.4526,31.8992,Max,31.6759,31.2293,Min,Mean,0,29.74165
55,SRR23143787,30.7961,31.1869,31.5777,Max,31.3823,30.9915,Min,Mean,0,29.74165
56,SRR23143787,30.8519,31.409,31.9661,Max,31.6876,31.1304,Min,Mean,0,29.74165
57,SRR23143787,30.5586,31.0309,31.5032,Max,31.267,30.7947,Min,Mean,0,29.74165
58,SRR23143787,30.6783,31.2566,31.8349,Max,31.5458,30.9675,Min,Mean,10404,29.74165
59,SRR23143787,30.2855,30.9141,31.5427,Max,31.2284,30.5998,Min,Mean,-10404,29.74165
60,SRR23143787,30.5793,31.1761,31.7729,Max,31.4745,30.8777,Min,Mean,0,29.74165
61,SRR23143787,30.4078,30.8371,31.2665,Max,31.0518,30.6224,Min,Mean,10,29.74165
62,SRR23143787,30.3663,31.0393,31.7123,Max,31.3758,30.7028,Min,Mean,-10,29.74165
63,SRR23143787,30.2325,30.6776,31.1227,Max,30.9002,30.4551,Min,Mean,10110,29.74165
64,SRR23143787,30.2368,30.8826,31.5284,Max,31.2055,30.5597,Min,Mean,-10110,29.74165
65,SRR23143787,30.0216,30.4708,30.9199,Max,30.6953,30.2462,Min,Mean,0,29.74165
66,SRR23143787,30.0736,30.7569,31.4402,Max,31.0986,30.4153,Min,Mean,0,29.74165
67,SRR23143787,29.8141,30.3375,30.8608,Max,30.5992,30.0758,Min,Mean,0,29.74165
68,SRR23143787,30.0702,30.6114,31.1526,Max,30.882,30.3408,Min,Mean,0,29.74165
69,SRR23143787,29.7446,30.1787,30.6127,Max,30.3957,29.9617,Min,Mean,0,29.74165
70,SRR23143787,30.0062,30.4661,30.9261,Max,30.6961,30.2362,Min,Mean,0,29.74165
71,SRR23143787,29.5242,30.0042,30.4842,Max,30.2442,29.7642,Min,Mean,0,29.74165
72,SRR23143787,29.8978,30.3381,30.7784,Max,30.5583,30.118,Min,Mean,0,29.74165
73,SRR23143787,29.4252,29.8113,30.1973,Max,30.0043,29.6182,Min,Mean,0,29.74165
74,SRR23143787,29.7593,30.1528,30.5464,Max,30.3496,29.9561,Min,Mean,0,29.74165
75,SRR23143787,29.308,29.6216,29.9352,Max,29.7784,29.4648,Min,Mean,0,29.74165
76,SRR23143787,29.8029,29.9953,30.1876,Max,30.0915,29.8991,Min,Mean,0,29.74165
77,SRR23143787,29.0794,29.378,29.6767,Max,29.5274,29.2287,Min,Mean,0,29.74165
78,SRR23143787,29.7756,29.8051,29.8346,Max,29.8199,29.7904,Min,Mean,0,29.74165
79,SRR23143787,29.0181,29.1655,29.3129,Max,29.2392,29.0918,Min,Mean,0,29.74165
80,SRR23143787,29.4146,29.5917,29.7689,Max,29.6803,29.5032,Min,Mean,0,29.74165
81,SRR23143787,28.8758,28.9121,28.9484,Max,28.9303,28.8939,Min,Mean,0,29.74165
82,SRR23143787,29.1154,29.3906,29.6658,Max,29.5282,29.253,Min,Mean,0,29.74165
83,SRR23143787,28.6208,28.728,28.8352,Max,28.7816,28.6744,Min,Mean,0,29.74165
84,SRR23143787,28.8107,29.1618,29.5128,Max,29.3373,28.9862,Min,Mean,1,29.74165
85,SRR23143787,28.456,28.5756,28.6952,Max,28.6354,28.5158,Min,Mean,0,29.74165
86,SRR23143787,28.4347,28.9583,29.4819,Max,29.2201,28.6965,Min,Mean,-1,29.74165
87,SRR23143787,28.1028,28.3021,28.5014,Max,28.4017,28.2024,Min,Mean,0,29.74165
88,SRR23143787,28.1114,28.7898,29.4683,Max,29.1291,28.4506,Min,Mean,1,29.74165
89,SRR23143787,27.8039,28.118,28.4321,Max,28.275,27.9609,Min,Mean,-1,29.74165
90,SRR23143787,27.8019,28.6139,29.426,Max,29.02,28.2079,Min,Mean,0,29.74165
91,SRR23143787,27.4674,27.8915,28.3156,Max,28.1036,27.6795,Min,Mean,39,29.74165
92,SRR23143787,27.5106,28.3559,29.2011,Max,28.7785,27.9332,Min,Mean,-39,29.74165
93,SRR23143787,27.3165,27.7083,28.1001,Max,27.9042,27.5124,Min,Mean,20544,29.74165
94,SRR23143787,27.1301,28.0826,29.0351,Max,28.5589,27.6063,Min,Mean,-20544,29.74165
95,SRR23143787,27.0859,27.6011,28.1163,Max,27.8587,27.3435,Min,Mean,0,29.74165
96,SRR23143787,27.0429,27.992,28.9411,Max,28.4666,27.5175,Min,Mean,2,29.74165
97,SRR23143787,26.8943,27.3928,27.8914,Max,27.6421,27.1436,Min,Mean,-2,29.74165
98,SRR23143787,26.8088,27.7913,28.7737,Max,28.2825,27.3,Min,Mean,0,29.74165
99,SRR23143787,26.7981,27.2599,27.7217,Max,27.4908,27.029,Min,Mean,1,29.74165
100,SRR23143787,26.7227,27.6782,28.6337,Max,28.156,27.2004,Min,Mean,-1,29.74165
101,SRR23143787,26.515,27.0577,27.6005,Max,27.3291,26.7863,Min,Mean,0,29.74165
102,SRR23143787,26.4707,27.5252,28.5797,Max,28.0525,26.998,Min,Mean,0,29.74165
103,SRR23143787,26.4255,26.9422,27.459,Max,27.2006,26.6839,Min,Mean,0,29.74165
104,SRR23143787,26.3445,27.3772,28.41,Max,27.8936,26.8609,Min,Mean,5,29.74165
105,SRR23143787,26.2226,26.7979,27.3732,Max,27.0856,26.5103,Min,Mean,-5,29.74165
106,SRR23143787,26.2759,27.2298,28.1837,Max,27.7068,26.7529,Min,Mean,0,29.74165
107,SRR23143787,26.2289,26.7078,27.1866,Max,26.9472,26.4683,Min,Mean,0,29.74165
108,SRR23143787,26.0712,27.1076,28.144,Max,27.6258,26.5894,Min,Mean,0,29.74165
109,SRR23143787,26.244,26.6117,26.9793,Max,26.7955,26.4278,Min,Mean,0,29.74165
110,SRR23143787,26.1742,27.1113,28.0485,Max,27.5799,26.6427,Min,Mean,6,29.74165
111,SRR23143787,26.28,26.5772,26.8743,Max,26.7258,26.4286,Min,Mean,-5,29.74165
112,SRR23143787,26.0969,27.0776,28.0584,Max,27.568,26.5873,Min,Mean,-1,29.74165
113,SRR23143787,26.2206,26.5316,26.8425,Max,26.6871,26.3761,Min,Mean,0,29.74165
114,SRR23143787,26.1087,27.0484,27.988,Max,27.5182,26.5785,Min,Mean,0,29.74165
115,SRR23143787,25.9758,26.4947,27.0136,Max,26.7541,26.2352,Min,Mean,0,29.74165
116,SRR23143787,25.9828,26.9637,27.9446,Max,27.4542,26.4732,Min,Mean,0,29.74165
117,SRR23143787,25.9094,26.4565,27.0036,Max,26.73,26.183,Min,Mean,0,29.74165
118,SRR23143787,25.7712,26.8281,27.885,Max,27.3565,26.2997,Min,Mean,1,29.74165
119,SRR23143787,25.7344,26.3036,26.8728,Max,26.5882,26.019,Min,Mean,-1,29.74165
120,SRR23143787,25.7579,26.7936,27.8293,Max,27.3114,26.2758,Min,Mean,0,29.74165
121,SRR23143787,26.0526,26.3604,26.6682,Max,26.5143,26.2065,Min,Mean,66,29.74165
122,SRR23143787,25.8963,26.797,27.6977,Max,27.2474,26.3466,Min,Mean,-66,29.74165
123,SRR23143787,26.0601,26.3393,26.6186,Max,26.479,26.1997,Min,Mean,0,29.74165
124,SRR23143787,25.9463,26.8196,27.6929,Max,27.2563,26.383,Min,Mean,0,29.74165
125,SRR23143787,26.1674,26.4139,26.6605,Max,26.5372,26.2906,Min,Mean,9684,29.74165
126,SRR23143787,25.9991,26.7977,27.5963,Max,27.197,26.3984,Min,Mean,-9684,29.74165
127,SRR23143787,26.0429,26.4108,26.7788,Max,26.5948,26.2268,Min,Mean,0,29.74165
128,SRR23143787,25.826,26.7784,27.7308,Max,27.2546,26.3022,Min,Mean,2,29.74165
129,SRR23143787,25.9035,26.388,26.8726,Max,26.6303,26.1458,Min,Mean,0,29.74165
130,SRR23143787,25.8174,26.7295,27.6416,Max,27.1856,26.2734,Min,Mean,-1,29.74165
131,SRR23143787,25.9709,26.3429,26.7149,Max,26.5289,26.1569,Min,Mean,4,29.74165
132,SRR23143787,25.9196,26.7384,27.5573,Max,27.1478,26.329,Min,Mean,-5,29.74165
133,SRR23143787,26.2122,26.4045,26.5969,Max,26.5007,26.3083,Min,Mean,0,29.74165
134,SRR23143787,26.054,26.8289,27.6039,Max,27.2164,26.4415,Min,Mean,11,29.74165
135,SRR23143787,26.2946,26.4713,26.648,Max,26.5596,26.383,Min,Mean,-9,29.74165
136,SRR23143787,26.2847,26.8388,27.3929,Max,27.1159,26.5617,Min,Mean,5,29.74165
137,SRR23143787,26.2601,26.5775,26.8948,Max,26.7362,26.4188,Min,Mean,-5,29.74165
138,SRR23143787,26.1742,26.8612,27.5481,Max,27.2047,26.5177,Min,Mean,-1,29.74165
139,SRR23143787,26.24,26.5884,26.9368,Max,26.7626,26.4142,Min,Mean,0,29.74165
140,SRR23143787,26.1678,26.8893,27.6107,Max,27.25,26.5286,Min,Mean,0,29.74165
141,SRR23143787,26.239,26.5833,26.9275,Max,26.7554,26.4112,Min,Mean,3,29.74165
142,SRR23143787,26.158,26.836,27.5141,Max,27.175,26.497,Min,Mean,-4,29.74165
143,SRR23143787,26.357,26.6646,26.9721,Max,26.8183,26.5108,Min,Mean,9662,29.74165
144,SRR23143787,26.5639,26.9508,27.3376,Max,27.1442,26.7574,Min,Mean,-9662,29.74165
145,SRR23143787,26.6614,26.7461,26.8308,Max,26.7884,26.7038,Min,Mean,20552,29.74165
146,SRR23143787,26.6598,27.0204,27.3811,Max,27.2008,26.8401,Min,Mean,-20552,29.74165
147,SRR23143787,26.6435,26.8803,27.1171,Max,26.9987,26.7619,Min,Mean,3,29.74165
148,SRR23143787,26.6802,27.0713,27.4623,Max,27.2668,26.8757,Min,Mean,6,29.74165
149,SRR23143787,26.5974,26.9197,27.2421,Max,27.0809,26.7585,Min,Mean,-7,29.74165
150,SRR23143787,26.5708,26.9376,27.3045,Max,27.1211,26.7542,Min,Mean,2891242,29.74165
0,SRR23143799,30.908,31.3231,31.7381,Max,31.5306,31.1155,Min,Mean,1,29.31925
1,SRR23143799,31.1849,31.5611,31.9373,Max,31.7492,31.373,Min,Mean,-1,29.31925
