pos,SRR,low_mean,mean,high_mean,2,max,min,3,1,num_reads,avg_phred_score
86,SRR23143793,31.0776,31.3614,31.6452,Max,31.5033,31.2195,Min,Mean,-4,31.4372
87,SRR23143793,30.7272,31.128,31.5288,Max,31.3284,30.9276,Min,Mean,0,31.4372
88,SRR23143793,30.7563,31.2103,31.6643,Max,31.4373,30.9833,Min,Mean,1,31.4372
89,SRR23143793,30.5146,31.0289,31.5432,Max,31.286,30.7718,Min,Mean,0,31.4372
90,SRR23143793,30.5568,31.1404,31.724,Max,31.4322,30.8486,Min,Mean,-1,31.4372
91,SRR23143793,30.2739,30.9145,31.5551,Max,31.2348,30.5942,Min,Mean,69,31.4372
92,SRR23143793,30.347,30.965,31.5831,Max,31.274,30.656,Min,Mean,-69,31.4372
93,SRR23143793,30.1195,30.783,31.4465,Max,31.1147,30.4513,Min,Mean,25799,31.4372
94,SRR23143793,30.1278,30.8435,31.5591,Max,31.2013,30.4856,Min,Mean,-25799,31.4372
95,SRR23143793,29.919,30.7103,31.5016,Max,31.106,30.3147,Min,Mean,0,31.4372
96,SRR23143793,30.0069,30.7746,31.5423,Max,31.1584,30.3907,Min,Mean,6,31.4372
97,SRR23143793,29.691,30.5785,31.466,Max,31.0223,30.1348,Min,Mean,-6,31.4372
98,SRR23143793,29.7273,30.6006,31.474,Max,31.0373,30.164,Min,Mean,0,31.4372
99,SRR23143793,29.5157,30.5026,31.4896,Max,30.9961,30.0092,Min,Mean,4,31.4372
100,SRR23143793,29.6229,30.5615,31.5002,Max,31.0308,30.0922,Min,Mean,-4,31.4372
101,SRR23143793,29.3388,30.3838,31.4287,Max,30.9062,29.8613,Min,Mean,1,31.4372
102,SRR23143793,29.3429,30.4327,31.5226,Max,30.9777,29.8878,Min,Mean,-1,31.4372
103,SRR23143793,29.0499,30.2208,31.3916,Max,30.8062,29.6354,Min,Mean,5,31.4372
104,SRR23143793,29.0754,30.2778,31.4802,Max,30.879,29.6766,Min,Mean,7,31.4372
105,SRR23143793,28.9051,30.0933,31.2815,Max,30.6874,29.4992,Min,Mean,-12,31.4372
106,SRR23143793,29.0502,30.1615,31.2728,Max,30.7172,29.6059,Min,Mean,0,31.4372
107,SRR23143793,28.9042,29.9968,31.0894,Max,30.5431,29.4505,Min,Mean,0,31.4372
108,SRR23143793,28.8865,30.0456,31.2047,Max,30.6252,29.4661,Min,Mean,1,31.4372
109,SRR23143793,28.783,29.9525,31.122,Max,30.5373,29.3678,Min,Mean,0,31.4372
110,SRR23143793,28.7983,30.0558,31.3133,Max,30.6845,29.427,Min,Mean,7,31.4372
111,SRR23143793,28.7499,29.9348,31.1197,Max,30.5273,29.3424,Min,Mean,0,31.4372
112,SRR23143793,28.7007,30.0196,31.3385,Max,30.6791,29.3601,Min,Mean,-8,31.4372
113,SRR23143793,28.6011,29.8576,31.1141,Max,30.4859,29.2294,Min,Mean,1,31.4372
114,SRR23143793,28.5031,29.9158,31.3285,Max,30.6221,29.2095,Min,Mean,1,31.4372
115,SRR23143793,28.2667,29.7523,31.238,Max,30.4952,29.0095,Min,Mean,0,31.4372
116,SRR23143793,28.3077,29.7955,31.2833,Max,30.5394,29.0516,Min,Mean,-1,31.4372
117,SRR23143793,28.2973,29.672,31.0466,Max,30.3593,28.9846,Min,Mean,0,31.4372
118,SRR23143793,28.2997,29.6443,30.9888,Max,30.3166,28.972,Min,Mean,-1,31.4372
119,SRR23143793,27.9902,29.5064,31.0226,Max,30.2645,28.7483,Min,Mean,0,31.4372
120,SRR23143793,28.1504,29.679,31.2076,Max,30.4433,28.9147,Min,Mean,1,31.4372
121,SRR23143793,28.1791,29.5607,30.9423,Max,30.2515,28.8699,Min,Mean,83,31.4372
122,SRR23143793,28.2097,29.6773,31.1448,Max,30.4111,28.9435,Min,Mean,-84,31.4372
123,SRR23143793,28.1206,29.573,31.0255,Max,30.2993,28.8468,Min,Mean,0,31.4372
124,SRR23143793,28.0621,29.6483,31.2345,Max,30.4414,28.8552,Min,Mean,0,31.4372
125,SRR23143793,28.0113,29.5051,30.999,Max,30.2521,28.7582,Min,Mean,12006,31.4372
126,SRR23143793,27.973,29.5198,31.0666,Max,30.2932,28.7464,Min,Mean,-12006,31.4372
127,SRR23143793,27.8141,29.4441,31.0742,Max,30.2592,28.6291,Min,Mean,1,31.4372
128,SRR23143793,27.8178,29.43,31.0423,Max,30.2361,28.6239,Min,Mean,0,31.4372
129,SRR23143793,27.6922,29.34,30.9878,Max,30.1639,28.5161,Min,Mean,0,31.4372
130,SRR23143793,27.706,29.3726,31.0391,Max,30.2058,28.5393,Min,Mean,-1,31.4372
131,SRR23143793,27.6829,29.3058,30.9287,Max,30.1172,28.4943,Min,Mean,11,31.4372
132,SRR23143793,27.7598,29.3841,31.0085,Max,30.1963,28.572,Min,Mean,-11,31.4372
133,SRR23143793,27.7593,29.317,30.8748,Max,30.0959,28.5382,Min,Mean,2,31.4372
134,SRR23143793,27.7365,29.391,31.0456,Max,30.2183,28.5638,Min,Mean,23,31.4372
135,SRR23143793,27.6574,29.2793,30.9013,Max,30.0903,28.4683,Min,Mean,-24,31.4372
136,SRR23143793,27.6518,29.3474,31.043,Max,30.1952,28.4996,Min,Mean,13,31.4372
137,SRR23143793,27.4545,29.2199,30.9853,Max,30.1026,28.3372,Min,Mean,-12,31.4372
138,SRR23143793,27.4988,29.2436,30.9884,Max,30.116,28.3712,Min,Mean,-2,31.4372
139,SRR23143793,27.3467,29.1272,30.9077,Max,30.0175,28.2369,Min,Mean,2,31.4372
140,SRR23143793,27.4463,29.1359,30.8254,Max,29.9806,28.2911,Min,Mean,3,31.4372
141,SRR23143793,27.4146,29.0915,30.7685,Max,29.93,28.2531,Min,Mean,13,31.4372
142,SRR23143793,27.4825,29.1323,30.7821,Max,29.9572,28.3074,Min,Mean,-17,31.4372
143,SRR23143793,27.4461,29.0999,30.7537,Max,29.9268,28.273,Min,Mean,12719,31.4372
144,SRR23143793,27.5914,29.1611,30.7308,Max,29.9459,28.3762,Min,Mean,-12719,31.4372
145,SRR23143793,27.3717,29.0889,30.8062,Max,29.9476,28.2303,Min,Mean,26561,31.4372
146,SRR23143793,27.3858,29.1421,30.8985,Max,30.0203,28.2639,Min,Mean,-26562,31.4372
147,SRR23143793,27.2074,29.0505,30.8935,Max,29.972,28.129,Min,Mean,6,31.4372
148,SRR23143793,27.2183,29.0366,30.8548,Max,29.9457,28.1275,Min,Mean,12,31.4372
149,SRR23143793,27.0734,28.9677,30.862,Max,29.9149,28.0206,Min,Mean,-17,31.4372
150,SRR23143793,26.4001,28.1643,29.9285,Max,29.0464,27.2822,Min,Mean,3697789,31.4372
0,SRR23143782,32.4289,32.6918,32.9546,Max,32.8232,32.5604,Min,Mean,2,31.42755
1,SRR23143782,32.7454,33.0564,33.3673,Max,33.2119,32.9009,Min,Mean,20,31.42755
2,SRR23143782,32.9572,32.9994,33.0416,Max,33.0205,32.9783,Min,Mean,-22,31.42755
3,SRR23143782,33.0461,33.0477,33.0494,Max,33.0486,33.0469,Min,Mean,0,31.42755
4,SRR23143782,32.913,32.9351,32.9571,Max,32.9461,32.9241,Min,Mean,0,31.42755
5,SRR23143782,32.9765,33.2005,33.4245,Max,33.3125,33.0885,Min,Mean,0,31.42755
6,SRR23143782,32.9498,33.1449,33.34,Max,33.2424,33.0473,Min,Mean,0,31.42755
7,SRR23143782,32.9,33.1632,33.4264,Max,33.2948,33.0316,Min,Mean,0,31.42755
8,SRR23143782,33.1186,33.2009,33.2832,Max,33.242,33.1598,Min,Mean,0,31.42755
9,SRR23143782,32.9772,33.2312,33.4852,Max,33.3582,33.1042,Min,Mean,0,31.42755
10,SRR23143782,33.1311,33.3046,33.478,Max,33.3913,33.2179,Min,Mean,4,31.42755
11,SRR23143782,33.015,33.2203,33.4255,Max,33.3229,33.1176,Min,Mean,-4,31.42755
12,SRR23143782,33.0593,33.27,33.4808,Max,33.3754,33.1647,Min,Mean,0,31.42755
13,SRR23143782,33.0001,33.2324,33.4647,Max,33.3486,33.1163,Min,Mean,0,31.42755
14,SRR23143782,33.0268,33.2511,33.4754,Max,33.3632,33.1389,Min,Mean,0,31.42755
15,SRR23143782,33.0334,33.2204,33.4073,Max,33.3138,33.1269,Min,Mean,0,31.42755
16,SRR23143782,32.9642,33.2266,33.4889,Max,33.3578,33.0954,Min,Mean,0,31.42755
17,SRR23143782,32.9855,33.2443,33.5032,Max,33.3738,33.1149,Min,Mean,0,31.42755
18,SRR23143782,32.9384,33.2209,33.5035,Max,33.3622,33.0796,Min,Mean,25505,31.42755
19,SRR23143782,32.5162,33.0624,33.6086,Max,33.3355,32.7893,Min,Mean,-25505,31.42755
20,SRR23143782,32.9381,33.2223,33.5066,Max,33.3645,33.0802,Min,Mean,0,31.42755
21,SRR23143782,32.8567,33.1715,33.4862,Max,33.3289,33.0141,Min,Mean,0,31.42755
22,SRR23143782,32.8293,33.1548,33.4803,Max,33.3175,32.992,Min,Mean,0,31.42755
23,SRR23143782,32.7915,33.1297,33.4679,Max,33.2988,32.9606,Min,Mean,0,31.42755
24,SRR23143782,32.7618,33.1026,33.4433,Max,33.273,32.9322,Min,Mean,0,31.42755
25,SRR23143782,32.866,33.1065,33.347,Max,33.2268,32.9863,Min,Mean,0,31.42755
26,SRR23143782,32.8081,33.0987,33.3893,Max,33.244,32.9534,Min,Mean,0,31.42755
27,SRR23143782,32.734,33.0473,33.3606,Max,33.2039,32.8906,Min,Mean,0,31.42755
28,SRR23143782,32.7016,33.0243,33.3469,Max,33.1856,32.863,Min,Mean,0,31.42755
29,SRR23143782,32.6442,32.9781,33.312,Max,33.145,32.8112,Min,Mean,0,31.42755
30,SRR23143782,32.6058,32.8901,33.1744,Max,33.0322,32.748,Min,Mean,0,31.42755
31,SRR23143782,32.6461,32.9335,33.2209,Max,33.0772,32.7898,Min,Mean,0,31.42755
32,SRR23143782,32.4719,32.8047,33.1376,Max,32.9712,32.6383,Min,Mean,0,31.42755
33,SRR23143782,32.5329,32.8455,33.1582,Max,33.0019,32.6892,Min,Mean,0,31.42755
34,SRR23143782,32.4529,32.7359,33.019,Max,32.8775,32.5944,Min,Mean,0,31.42755
35,SRR23143782,32.3838,32.7255,33.0673,Max,32.8964,32.5546,Min,Mean,0,31.42755
36,SRR23143782,32.6793,32.6828,32.6863,Max,32.6845,32.6811,Min,Mean,0,31.42755
37,SRR23143782,32.1552,32.6498,33.1445,Max,32.8971,32.4025,Min,Mean,0,31.42755
38,SRR23143782,32.359,32.6556,32.9523,Max,32.804,32.5073,Min,Mean,0,31.42755
39,SRR23143782,32.2034,32.6105,33.0176,Max,32.8141,32.407,Min,Mean,0,31.42755
40,SRR23143782,32.1697,32.494,32.8184,Max,32.6562,32.3319,Min,Mean,25035,31.42755
41,SRR23143782,32.2434,32.4951,32.7468,Max,32.621,32.3692,Min,Mean,-25035,31.42755
42,SRR23143782,32.218,32.5216,32.8253,Max,32.6735,32.3698,Min,Mean,0,31.42755
43,SRR23143782,32.2657,32.4519,32.6381,Max,32.545,32.3588,Min,Mean,0,31.42755
44,SRR23143782,32.1171,32.4229,32.7288,Max,32.5758,32.27,Min,Mean,0,31.42755
45,SRR23143782,32.092,32.3519,32.6118,Max,32.4818,32.2219,Min,Mean,0,31.42755
46,SRR23143782,32.089,32.3496,32.6101,Max,32.4798,32.2193,Min,Mean,0,31.42755
47,SRR23143782,31.9861,32.2936,32.601,Max,32.4473,32.1398,Min,Mean,0,31.42755
48,SRR23143782,31.9375,32.2819,32.6263,Max,32.4541,32.1097,Min,Mean,0,31.42755
49,SRR23143782,31.8423,32.1883,32.5343,Max,32.3613,32.0153,Min,Mean,0,31.42755
50,SRR23143782,31.9176,32.2371,32.5566,Max,32.3969,32.0774,Min,Mean,0,31.42755
51,SRR23143782,31.843,32.1625,32.482,Max,32.3222,32.0027,Min,Mean,0,31.42755
52,SRR23143782,31.8691,32.2427,32.6163,Max,32.4295,32.0559,Min,Mean,0,31.42755
53,SRR23143782,31.7179,32.1079,32.4979,Max,32.3029,31.9129,Min,Mean,0,31.42755
54,SRR23143782,31.6641,32.1017,32.5392,Max,32.3205,31.8829,Min,Mean,0,31.42755
55,SRR23143782,31.6391,31.9377,32.2364,Max,32.0871,31.7884,Min,Mean,0,31.42755
56,SRR23143782,31.4881,32.0539,32.6197,Max,32.3368,31.771,Min,Mean,0,31.42755
57,SRR23143782,31.5317,31.9514,32.371,Max,32.1612,31.7415,Min,Mean,0,31.42755
58,SRR23143782,31.4795,32.0183,32.5571,Max,32.2877,31.7489,Min,Mean,13459,31.42755
59,SRR23143782,31.2208,31.8717,32.5225,Max,32.1971,31.5463,Min,Mean,-13459,31.42755
60,SRR23143782,31.5433,32.0026,32.4618,Max,32.2322,31.7729,Min,Mean,0,31.42755
61,SRR23143782,31.3249,31.8384,32.352,Max,32.0952,31.5817,Min,Mean,8,31.42755
62,SRR23143782,31.3746,31.9438,32.5131,Max,32.2285,31.6592,Min,Mean,-8,31.42755
63,SRR23143782,31.2819,31.7818,32.2818,Max,32.0318,31.5319,Min,Mean,12517,31.42755
64,SRR23143782,31.4242,31.8406,32.2569,Max,32.0488,31.6324,Min,Mean,-12517,31.42755
65,SRR23143782,31.3522,31.7181,32.0841,Max,31.9011,31.5351,Min,Mean,0,31.42755
66,SRR23143782,31.3417,31.7902,32.2388,Max,32.0145,31.5659,Min,Mean,0,31.42755
67,SRR23143782,31.2607,31.6994,32.138,Max,31.9187,31.48,Min,Mean,0,31.42755
68,SRR23143782,31.1991,31.7667,32.3344,Max,32.0506,31.4829,Min,Mean,0,31.42755
69,SRR23143782,31.2391,31.6894,32.1398,Max,31.9146,31.4643,Min,Mean,0,31.42755
70,SRR23143782,31.2237,31.7074,32.1911,Max,31.9493,31.4656,Min,Mean,0,31.42755
71,SRR23143782,31.1416,31.586,32.0304,Max,31.8082,31.3638,Min,Mean,0,31.42755
72,SRR23143782,31.2018,31.7194,32.237,Max,31.9782,31.4606,Min,Mean,0,31.42755
73,SRR23143782,31.1981,31.5512,31.9044,Max,31.7278,31.3746,Min,Mean,0,31.42755
74,SRR23143782,31.1168,31.6148,32.1128,Max,31.8638,31.3658,Min,Mean,0,31.42755
75,SRR23143782,31.115,31.4934,31.8719,Max,31.6827,31.3042,Min,Mean,0,31.42755
76,SRR23143782,31.1641,31.5287,31.8933,Max,31.711,31.3464,Min,Mean,0,31.42755
77,SRR23143782,31.0162,31.4321,31.8481,Max,31.6401,31.2242,Min,Mean,0,31.42755
78,SRR23143782,31.2299,31.4852,31.7406,Max,31.6129,31.3575,Min,Mean,0,31.42755
79,SRR23143782,31.0364,31.3234,31.6104,Max,31.4669,31.1799,Min,Mean,0,31.42755
80,SRR23143782,31.089,31.4273,31.7656,Max,31.5964,31.2581,Min,Mean,0,31.42755
81,SRR23143782,31.0189,31.2987,31.5785,Max,31.4386,31.1588,Min,Mean,0,31.42755
82,SRR23143782,31.0328,31.3553,31.6778,Max,31.5165,31.194,Min,Mean,0,31.42755
83,SRR23143782,30.9293,31.2525,31.5757,Max,31.4141,31.0909,Min,Mean,0,31.42755
84,SRR23143782,31.0287,31.2809,31.5332,Max,31.407,31.1548,Min,Mean,0,31.42755
85,SRR23143782,30.813,31.1489,31.4847,Max,31.3168,30.9809,Min,Mean,0,31.42755
86,SRR23143782,30.8613,31.2112,31.5612,Max,31.3862,31.0363,Min,Mean,0,31.42755
87,SRR23143782,30.78,31.0607,31.3414,Max,31.201,30.9203,Min,Mean,0,31.42755
88,SRR23143782,30.9877,31.1601,31.3324,Max,31.2462,31.0739,Min,Mean,0,31.42755
89,SRR23143782,30.7009,30.9751,31.2493,Max,31.1122,30.838,Min,Mean,0,31.42755
90,SRR23143782,31.0575,31.1854,31.3132,Max,31.2493,31.1215,Min,Mean,0,31.42755
91,SRR23143782,30.6774,30.9385,31.1997,Max,31.0691,30.808,Min,Mean,37,31.42755
92,SRR23143782,30.7656,31.0527,31.3398,Max,31.1963,30.9091,Min,Mean,-37,31.42755
93,SRR23143782,30.5196,30.8243,31.129,Max,30.9766,30.6719,Min,Mean,26388,31.42755
94,SRR23143782,30.6964,30.9429,31.1893,Max,31.0661,30.8196,Min,Mean,-26388,31.42755
95,SRR23143782,30.5973,30.8347,31.0721,Max,30.9534,30.716,Min,Mean,0,31.42755
96,SRR23143782,30.6789,30.9059,31.1329,Max,31.0194,30.7924,Min,Mean,0,31.42755
97,SRR23143782,30.5185,30.7402,30.9618,Max,30.851,30.6294,Min,Mean,0,31.42755
98,SRR23143782,30.6027,30.8067,31.0107,Max,30.9087,30.7047,Min,Mean,0,31.42755
99,SRR23143782,30.5445,30.6401,30.7358,Max,30.688,30.5923,Min,Mean,2,31.42755
100,SRR23143782,30.612,30.7245,30.837,Max,30.7808,30.6683,Min,Mean,-2,31.42755
101,SRR23143782,30.4811,30.4979,30.5148,Max,30.5064,30.4895,Min,Mean,0,31.42755
102,SRR23143782,30.5902,30.6081,30.626,Max,30.6171,30.5992,Min,Mean,0,31.42755
103,SRR23143782,30.3234,30.4286,30.5337,Max,30.4812,30.376,Min,Mean,0,31.42755
104,SRR23143782,30.3908,30.524,30.6573,Max,30.5907,30.4574,Min,Mean,0,31.42755
105,SRR23143782,30.2709,30.3058,30.3407,Max,30.3233,30.2884,Min,Mean,0,31.42755
106,SRR23143782,30.4019,30.4431,30.4843,Max,30.4637,30.4225,Min,Mean,0,31.42755
107,SRR23143782,30.254,30.3266,30.3993,Max,30.3629,30.2903,Min,Mean,0,31.42755
108,SRR23143782,30.3187,30.365,30.4113,Max,30.3881,30.3419,Min,Mean,0,31.42755
109,SRR23143782,30.1697,30.2396,30.3095,Max,30.2746,30.2047,Min,Mean,0,31.42755
110,SRR23143782,30.32,30.3494,30.3787,Max,30.364,30.3347,Min,Mean,1,31.42755
111,SRR23143782,30.1494,30.1845,30.2197,Max,30.2021,30.167,Min,Mean,1,31.42755
112,SRR23143782,30.1948,30.3131,30.4314,Max,30.3723,30.2539,Min,Mean,-2,31.42755
113,SRR23143782,29.9811,30.0925,30.2038,Max,30.1482,30.0368,Min,Mean,0,31.42755
114,SRR23143782,29.918,30.193,30.468,Max,30.3305,30.0555,Min,Mean,0,31.42755
115,SRR23143782,29.7334,30.0188,30.3042,Max,30.1615,29.8761,Min,Mean,0,31.42755
116,SRR23143782,29.8804,30.1545,30.4286,Max,30.2916,30.0174,Min,Mean,0,31.42755
117,SRR23143782,29.8354,29.9509,30.0663,Max,30.0086,29.8931,Min,Mean,0,31.42755
118,SRR23143782,29.9356,30.0099,30.0842,Max,30.047,29.9728,Min,Mean,0,31.42755
119,SRR23143782,29.7475,29.8805,30.0136,Max,29.9471,29.814,Min,Mean,0,31.42755
120,SRR23143782,29.9482,30.0819,30.2156,Max,30.1487,30.015,Min,Mean,0,31.42755
121,SRR23143782,29.7752,29.9008,30.0265,Max,29.9637,29.838,Min,Mean,45,31.42755
122,SRR23143782,29.8722,30.0751,30.2779,Max,30.1765,29.9736,Min,Mean,-45,31.42755
123,SRR23143782,29.6866,29.8869,30.0873,Max,29.9871,29.7867,Min,Mean,0,31.42755
124,SRR23143782,29.71,30.0079,30.3059,Max,30.1569,29.859,Min,Mean,0,31.42755
125,SRR23143782,29.5679,29.8239,30.0799,Max,29.9519,29.6959,Min,Mean,11866,31.42755
126,SRR23143782,29.6523,29.8724,30.0926,Max,29.9825,29.7624,Min,Mean,-11866,31.42755
127,SRR23143782,29.4778,29.7866,30.0954,Max,29.941,29.6322,Min,Mean,0,31.42755
128,SRR23143782,29.6108,29.8718,30.1327,Max,30.0023,29.7413,Min,Mean,0,31.42755
129,SRR23143782,29.4922,29.748,30.0039,Max,29.8759,29.6201,Min,Mean,0,31.42755
130,SRR23143782,29.6021,29.8485,30.0949,Max,29.9717,29.7253,Min,Mean,0,31.42755
131,SRR23143782,29.5462,29.6965,29.8469,Max,29.7717,29.6213,Min,Mean,0,31.42755
132,SRR23143782,29.6311,29.8682,30.1053,Max,29.9868,29.7497,Min,Mean,0,31.42755
133,SRR23143782,29.4793,29.6833,29.8874,Max,29.7853,29.5813,Min,Mean,0,31.42755
134,SRR23143782,29.549,29.8185,30.0881,Max,29.9533,29.6838,Min,Mean,5,31.42755
135,SRR23143782,29.3418,29.6181,29.8945,Max,29.7563,29.48,Min,Mean,-5,31.42755
136,SRR23143782,29.3007,29.7481,30.1955,Max,29.9718,29.5244,Min,Mean,2,31.42755
137,SRR23143782,29.1288,29.538,29.9472,Max,29.7426,29.3334,Min,Mean,-2,31.42755
138,SRR23143782,29.1992,29.6688,30.1384,Max,29.9036,29.434,Min,Mean,0,31.42755
139,SRR23143782,29.1601,29.5078,29.8555,Max,29.6816,29.3339,Min,Mean,0,31.42755
140,SRR23143782,29.2476,29.5988,29.95,Max,29.7744,29.4232,Min,Mean,3,31.42755
141,SRR23143782,29.1554,29.477,29.7987,Max,29.6378,29.3162,Min,Mean,0,31.42755
142,SRR23143782,29.2861,29.6079,29.9297,Max,29.7688,29.447,Min,Mean,-3,31.42755
143,SRR23143782,29.186,29.4756,29.7652,Max,29.6204,29.3308,Min,Mean,12121,31.42755
144,SRR23143782,29.2256,29.5674,29.9092,Max,29.7383,29.3965,Min,Mean,-12121,31.42755
145,SRR23143782,28.9767,29.4309,29.8852,Max,29.658,29.2038,Min,Mean,24935,31.42755
146,SRR23143782,28.9233,29.5001,30.0769,Max,29.7885,29.2117,Min,Mean,-24935,31.42755
147,SRR23143782,28.7942,29.3548,29.9153,Max,29.6351,29.0745,Min,Mean,3,31.42755
148,SRR23143782,28.7834,29.4379,30.0924,Max,29.7651,29.1107,Min,Mean,-1,31.42755
149,SRR23143782,28.6512,29.3142,29.9773,Max,29.6458,28.9827,Min,Mean,-2,31.42755
150,SRR23143782,27.625,28.5386,29.4521,Max,28.9953,28.0818,Min,Mean,3780252,31.42755
0,SRR23143783,32.3665,32.7765,33.1865,Max,32.9815,32.5715,Min,Mean,2,31.3544
1,SRR23143783,32.7243,33.0006,33.2769,Max,33.1388,32.8624,Min,Mean,9,31.3544
2,SRR23143783,32.9787,33.043,33.1072,Max,33.0751,33.0109,Min,Mean,-11,31.3544
3,SRR23143783,33.0337,33.1097,33.1858,Max,33.1478,33.0717,Min,Mean,1,31.3544
4,SRR23143783,33.083,33.0906,33.0983,Max,33.0945,33.0868,Min,Mean,-1,31.3544
5,SRR23143783,33.0866,33.2549,33.4232,Max,33.3391,33.1707,Min,Mean,0,31.3544
6,SRR23143783,33.0784,33.1862,33.294,Max,33.2401,33.1323,Min,Mean,0,31.3544
7,SRR23143783,32.993,33.2161,33.4392,Max,33.3276,33.1045,Min,Mean,0,31.3544
8,SRR23143783,33.2089,33.2144,33.2199,Max,33.2171,33.2116,Min,Mean,0,31.3544
9,SRR23143783,33.1377,33.3139,33.4901,Max,33.402,33.2258,Min,Mean,0,31.3544
10,SRR23143783,33.2093,33.3122,33.4151,Max,33.3637,33.2608,Min,Mean,1,31.3544
11,SRR23143783,33.1376,33.2888,33.4401,Max,33.3645,33.2132,Min,Mean,-1,31.3544
12,SRR23143783,33.1508,33.2977,33.4446,Max,33.3711,33.2242,Min,Mean,0,31.3544
13,SRR23143783,33.1171,33.3154,33.5136,Max,33.4145,33.2162,Min,Mean,0,31.3544
14,SRR23143783,33.0868,33.2673,33.4478,Max,33.3576,33.1771,Min,Mean,0,31.3544
15,SRR23143783,33.1442,33.2625,33.3807,Max,33.3216,33.2033,Min,Mean,0,31.3544
16,SRR23143783,33.0539,33.2283,33.4026,Max,33.3154,33.1411,Min,Mean,0,31.3544
17,SRR23143783,33.0542,33.2921,33.53,Max,33.4111,33.1732,Min,Mean,0,31.3544
18,SRR23143783,33.035,33.2485,33.462,Max,33.3552,33.1417,Min,Mean,29463,31.3544
19,SRR23143783,32.6532,33.1329,33.6126,Max,33.3727,32.893,Min,Mean,-29463,31.3544
20,SRR23143783,33.02,33.2152,33.4104,Max,33.3128,33.1176,Min,Mean,0,31.3544
21,SRR23143783,33.0079,33.252,33.4961,Max,33.3741,33.1299,Min,Mean,0,31.3544
22,SRR23143783,32.9829,33.1962,33.4096,Max,33.3029,33.0895,Min,Mean,0,31.3544
23,SRR23143783,32.9487,33.2074,33.466,Max,33.3367,33.0781,Min,Mean,0,31.3544
24,SRR23143783,32.8176,33.1162,33.4148,Max,33.2655,32.9669,Min,Mean,0,31.3544
25,SRR23143783,32.9918,33.1885,33.3851,Max,33.2868,33.0901,Min,Mean,0,31.3544
26,SRR23143783,32.8771,33.1095,33.3418,Max,33.2257,32.9933,Min,Mean,0,31.3544
27,SRR23143783,32.9321,33.1622,33.3924,Max,33.2773,33.0471,Min,Mean,0,31.3544
28,SRR23143783,32.8036,33.0471,33.2905,Max,33.1688,32.9253,Min,Mean,0,31.3544
29,SRR23143783,32.8742,33.0804,33.2867,Max,33.1835,32.9773,Min,Mean,0,31.3544
30,SRR23143783,32.7781,32.9534,33.1288,Max,33.0411,32.8658,Min,Mean,0,31.3544
31,SRR23143783,32.8216,33.0405,33.2594,Max,33.1499,32.931,Min,Mean,0,31.3544
32,SRR23143783,32.6699,32.8909,33.1119,Max,33.0014,32.7804,Min,Mean,0,31.3544
33,SRR23143783,32.7543,32.9855,33.2166,Max,33.101,32.8699,Min,Mean,0,31.3544
34,SRR23143783,32.6199,32.8245,33.0291,Max,32.9268,32.7222,Min,Mean,0,31.3544
35,SRR23143783,32.6232,32.8979,33.1726,Max,33.0353,32.7606,Min,Mean,0,31.3544
36,SRR23143783,32.7277,32.7874,32.8472,Max,32.8173,32.7576,Min,Mean,0,31.3544
37,SRR23143783,32.5107,32.85,33.1893,Max,33.0197,32.6804,Min,Mean,0,31.3544
38,SRR23143783,32.5627,32.745,32.9274,Max,32.8362,32.6539,Min,Mean,0,31.3544
39,SRR23143783,32.4973,32.7976,33.0979,Max,32.9478,32.6475,Min,Mean,0,31.3544
40,SRR23143783,32.4202,32.6565,32.8927,Max,32.7746,32.5384,Min,Mean,29523,31.3544
41,SRR23143783,32.4592,32.6987,32.9382,Max,32.8184,32.5789,Min,Mean,-29523,31.3544
42,SRR23143783,32.4486,32.6302,32.8117,Max,32.7209,32.5394,Min,Mean,0,31.3544
43,SRR23143783,32.4703,32.6994,32.9285,Max,32.8139,32.5848,Min,Mean,0,31.3544
44,SRR23143783,32.3512,32.5499,32.7486,Max,32.6493,32.4506,Min,Mean,0,31.3544
45,SRR23143783,32.4308,32.6162,32.8016,Max,32.7089,32.5235,Min,Mean,0,31.3544
46,SRR23143783,32.2668,32.5049,32.743,Max,32.624,32.3859,Min,Mean,0,31.3544
47,SRR23143783,32.3464,32.5378,32.7293,Max,32.6336,32.4421,Min,Mean,0,31.3544
48,SRR23143783,32.2494,32.4698,32.6902,Max,32.58,32.3596,Min,Mean,0,31.3544
49,SRR23143783,32.302,32.4953,32.6885,Max,32.5919,32.3987,Min,Mean,0,31.3544
50,SRR23143783,32.1874,32.4268,32.6662,Max,32.5465,32.3071,Min,Mean,0,31.3544
51,SRR23143783,32.1943,32.4354,32.6766,Max,32.556,32.3148,Min,Mean,0,31.3544
52,SRR23143783,32.201,32.4072,32.6134,Max,32.5103,32.3041,Min,Mean,0,31.3544
53,SRR23143783,32.059,32.3936,32.7281,Max,32.5608,32.2263,Min,Mean,0,31.3544
54,SRR23143783,32.1546,32.3344,32.5142,Max,32.4243,32.2445,Min,Mean,0,31.3544
55,SRR23143783,32.1148,32.2985,32.4821,Max,32.3903,32.2066,Min,Mean,0,31.3544
56,SRR23143783,32.0246,32.3223,32.62,Max,32.4711,32.1734,Min,Mean,0,31.3544
57,SRR23143783,31.9558,32.27,32.5842,Max,32.4271,32.1129,Min,Mean,0,31.3544
