pos,SRR,low_mean,mean,high_mean,2,max,min,3,1,num_reads
62,SRR23143799,29.9195,30.4316,30.9437,Max,30.6876,30.1756,Min,Mean,1
63,SRR23143799,29.8229,30.2687,30.7146,Max,30.4916,30.0458,Min,Mean,-1
64,SRR23143799,29.7113,30.3273,30.9433,Max,30.6353,30.0193,Min,Mean,4
65,SRR23143799,29.8085,30.1942,30.5799,Max,30.3871,30.0014,Min,Mean,-4
66,SRR23143799,29.8191,30.2339,30.6487,Max,30.4413,30.0265,Min,Mean,1
67,SRR23143799,29.7972,30.1417,30.4861,Max,30.3139,29.9695,Min,Mean,-1
68,SRR23143799,29.2915,30.0572,30.8228,Max,30.44,29.6743,Min,Mean,2
69,SRR23143799,29.5461,29.9807,30.4154,Max,30.1981,29.7634,Min,Mean,0
70,SRR23143799,29.5722,30.0729,30.5737,Max,30.3233,29.8226,Min,Mean,0
71,SRR23143799,29.7314,29.8724,30.0134,Max,29.9429,29.8019,Min,Mean,-2
72,SRR23143799,29.8411,29.8707,29.9002,Max,29.8854,29.8559,Min,Mean,0
73,SRR23143799,29.2472,29.5005,29.7538,Max,29.6271,29.3739,Min,Mean,0
74,SRR23143799,29.3324,29.653,29.9737,Max,29.8134,29.4927,Min,Mean,0
75,SRR23143799,28.7101,29.291,29.8719,Max,29.5814,29.0005,Min,Mean,0
76,SRR23143799,28.1537,29.1603,30.1668,Max,29.6635,28.657,Min,Mean,0
77,SRR23143799,27.0714,28.7246,30.3778,Max,29.5512,27.898,Min,Mean,0
78,SRR23143799,27.1703,28.7873,30.4043,Max,29.5958,27.9788,Min,Mean,0
79,SRR23143799,27.2956,28.6475,29.9995,Max,29.3235,27.9715,Min,Mean,0
80,SRR23143799,26.6236,28.6063,30.589,Max,29.5976,27.6149,Min,Mean,0
81,SRR23143799,25.4303,28.0827,30.7352,Max,29.409,26.7565,Min,Mean,0
82,SRR23143799,25.2965,28.0701,30.8437,Max,29.4569,26.6833,Min,Mean,0
83,SRR23143799,24.619,27.7379,30.8568,Max,29.2973,26.1784,Min,Mean,0
84,SRR23143799,24.394,27.7899,31.1857,Max,29.4878,26.092,Min,Mean,0
85,SRR23143799,24.0089,27.5262,31.0434,Max,29.2848,25.7675,Min,Mean,1
86,SRR23143799,24.0622,27.6237,31.1853,Max,29.4045,25.843,Min,Mean,-1
87,SRR23143799,23.3234,27.2698,31.2162,Max,29.243,25.2966,Min,Mean,0
88,SRR23143799,23.1084,27.2435,31.3786,Max,29.3111,25.176,Min,Mean,0
89,SRR23143799,22.7682,27.0159,31.2636,Max,29.1398,24.8921,Min,Mean,2
90,SRR23143799,22.8515,27.0608,31.2701,Max,29.1655,24.9561,Min,Mean,-2
91,SRR23143799,22.2356,26.7301,31.2246,Max,28.9773,24.4829,Min,Mean,0
92,SRR23143799,22.3095,26.7958,31.2821,Max,29.039,24.5527,Min,Mean,0
93,SRR23143799,21.7421,26.5312,31.3202,Max,28.9257,24.1367,Min,Mean,0
94,SRR23143799,21.6483,26.5902,31.5321,Max,29.0612,24.1193,Min,Mean,0
95,SRR23143799,21.4693,26.3536,31.2379,Max,28.7957,23.9114,Min,Mean,0
96,SRR23143799,21.5841,26.4438,31.3035,Max,28.8737,24.0139,Min,Mean,0
97,SRR23143799,21.1542,26.2176,31.2811,Max,28.7494,23.6859,Min,Mean,0
98,SRR23143799,21.2153,26.3593,31.5034,Max,28.9314,23.7873,Min,Mean,0
99,SRR23143799,21.1382,26.1408,31.1433,Max,28.642,23.6395,Min,Mean,0
100,SRR23143799,21.2984,26.2939,31.2894,Max,28.7916,23.7962,Min,Mean,0
101,SRR23143799,21.1345,26.1007,31.0668,Max,28.5838,23.6176,Min,Mean,0
102,SRR23143799,21.2317,26.1907,31.1497,Max,28.6702,23.7112,Min,Mean,0
103,SRR23143799,21.003,25.9243,30.8455,Max,28.3849,23.4636,Min,Mean,0
104,SRR23143799,20.8781,25.9434,31.0087,Max,28.476,23.4107,Min,Mean,0
105,SRR23143799,20.7017,25.669,30.6363,Max,28.1527,23.1853,Min,Mean,0
106,SRR23143799,21.2532,25.6499,30.0465,Max,27.8482,23.4516,Min,Mean,0
107,SRR23143799,21.7015,25.3795,29.0576,Max,27.2186,23.5405,Min,Mean,0
108,SRR23143799,22.2661,25.6703,29.0744,Max,27.3724,23.9682,Min,Mean,0
109,SRR23143799,22.4261,25.9324,29.4388,Max,27.6856,24.1793,Min,Mean,0
110,SRR23143799,22.9557,26.2488,29.5419,Max,27.8953,24.6023,Min,Mean,0
111,SRR23143799,23.2034,26.3723,29.5412,Max,27.9568,24.7878,Min,Mean,0
112,SRR23143799,23.6806,26.6507,29.6209,Max,28.1358,25.1657,Min,Mean,0
113,SRR23143799,23.7354,26.6917,29.648,Max,28.1699,25.2135,Min,Mean,0
114,SRR23143799,23.9777,26.8504,29.7231,Max,28.2867,25.4141,Min,Mean,0
115,SRR23143799,23.7887,26.8327,29.8768,Max,28.3548,25.3107,Min,Mean,0
116,SRR23143799,23.5904,26.8219,30.0534,Max,28.4376,25.2062,Min,Mean,0
117,SRR23143799,23.5548,26.7096,29.8644,Max,28.287,25.1322,Min,Mean,1
118,SRR23143799,23.7377,26.8013,29.865,Max,28.3332,25.2695,Min,Mean,-1
119,SRR23143799,23.8584,26.8393,29.8202,Max,28.3297,25.3489,Min,Mean,0
120,SRR23143799,24.1664,26.9523,29.7383,Max,28.3453,25.5594,Min,Mean,2
121,SRR23143799,24.4176,27.0502,29.6828,Max,28.3665,25.7339,Min,Mean,-2
122,SRR23143799,24.7359,27.2304,29.7249,Max,28.4777,25.9832,Min,Mean,0
123,SRR23143799,24.9693,27.2649,29.5604,Max,28.4126,26.1171,Min,Mean,0
124,SRR23143799,25.3103,27.4337,29.557,Max,28.4953,26.372,Min,Mean,0
125,SRR23143799,25.3338,27.4699,29.6059,Max,28.5379,26.4018,Min,Mean,1
126,SRR23143799,25.5038,27.5901,29.6764,Max,28.6333,26.547,Min,Mean,0
127,SRR23143799,25.4106,27.5121,29.6137,Max,28.5629,26.4613,Min,Mean,-1
128,SRR23143799,25.5053,27.5807,29.6561,Max,28.6184,26.543,Min,Mean,0
129,SRR23143799,25.4787,27.576,29.6732,Max,28.6246,26.5274,Min,Mean,0
130,SRR23143799,25.4487,27.5901,29.7315,Max,28.6608,26.5194,Min,Mean,2
131,SRR23143799,25.6818,27.643,29.6042,Max,28.6236,26.6624,Min,Mean,-2
132,SRR23143799,25.8785,27.7438,29.6091,Max,28.6765,26.8112,Min,Mean,0
133,SRR23143799,25.971,27.8368,29.7026,Max,28.7697,26.9039,Min,Mean,1
134,SRR23143799,26.3062,27.9213,29.5363,Max,28.7288,27.1137,Min,Mean,0
135,SRR23143799,26.3833,27.9899,29.5966,Max,28.7933,27.1866,Min,Mean,1
136,SRR23143799,26.559,28.1254,29.6919,Max,28.9087,27.3422,Min,Mean,-2
137,SRR23143799,26.5518,28.1528,29.7538,Max,28.9533,27.3523,Min,Mean,0
138,SRR23143799,26.6532,28.1696,29.686,Max,28.9278,27.4114,Min,Mean,2
139,SRR23143799,26.5818,28.1878,29.7938,Max,28.9908,27.3848,Min,Mean,-2
140,SRR23143799,26.7691,28.2156,29.6621,Max,28.9389,27.4923,Min,Mean,0
141,SRR23143799,26.6859,28.1961,29.7063,Max,28.9512,27.441,Min,Mean,1
142,SRR23143799,26.8492,28.2463,29.6435,Max,28.9449,27.5478,Min,Mean,-1
143,SRR23143799,26.8395,28.2763,29.713,Max,28.9946,27.5579,Min,Mean,15731
144,SRR23143799,27.1717,28.2883,29.405,Max,28.8466,27.73,Min,Mean,-15731
145,SRR23143799,27.1645,28.4445,29.7244,Max,29.0845,27.8045,Min,Mean,0
146,SRR23143799,27.12,28.4616,29.8031,Max,29.1323,27.7908,Min,Mean,1
147,SRR23143799,27.2169,28.5196,29.8224,Max,29.171,27.8683,Min,Mean,-1
148,SRR23143799,27.2789,28.5399,29.8008,Max,29.1703,27.9094,Min,Mean,1
149,SRR23143799,27.1534,28.5657,29.978,Max,29.2719,27.8596,Min,Mean,0
150,SRR23143799,26.7774,28.3407,29.9041,Max,29.1224,27.5591,Min,Mean,541345
0,SRR23143798,30.3566,30.7205,31.0844,Max,30.9025,30.5386,Min,Mean,1
1,SRR23143798,31.2739,31.7621,32.2503,Max,32.0062,31.518,Min,Mean,-3
2,SRR23143798,31.0485,31.2505,31.4525,Max,31.3515,31.1495,Min,Mean,0
3,SRR23143798,31.317,31.5777,31.8384,Max,31.708,31.4473,Min,Mean,0
4,SRR23143798,30.9976,31.626,32.2544,Max,31.9402,31.3118,Min,Mean,0
5,SRR23143798,31.2433,31.7409,32.2385,Max,31.9897,31.4921,Min,Mean,0
6,SRR23143798,31.3745,31.9905,32.6064,Max,32.2984,31.6825,Min,Mean,0
7,SRR23143798,31.2993,31.8213,32.3433,Max,32.0823,31.5603,Min,Mean,0
8,SRR23143798,31.608,31.9694,32.3307,Max,32.1501,31.7887,Min,Mean,0
9,SRR23143798,31.5558,31.9412,32.3266,Max,32.1339,31.7485,Min,Mean,0
10,SRR23143798,31.6871,32.2555,32.8238,Max,32.5396,31.9713,Min,Mean,0
11,SRR23143798,31.4617,31.9135,32.3653,Max,32.1394,31.6876,Min,Mean,0
12,SRR23143798,31.5701,32.1941,32.8182,Max,32.5061,31.8821,Min,Mean,0
13,SRR23143798,31.559,32.0466,32.5341,Max,32.2903,31.8028,Min,Mean,0
14,SRR23143798,31.4708,32.2157,32.9607,Max,32.5882,31.8432,Min,Mean,0
15,SRR23143798,31.4836,32.0105,32.5374,Max,32.2739,31.747,Min,Mean,0
16,SRR23143798,31.5062,32.2224,32.9387,Max,32.5806,31.8643,Min,Mean,0
17,SRR23143798,31.4352,32.0137,32.5922,Max,32.303,31.7245,Min,Mean,0
18,SRR23143798,31.568,32.2081,32.8483,Max,32.5282,31.8881,Min,Mean,0
19,SRR23143798,31.5018,32.0136,32.5254,Max,32.2695,31.7577,Min,Mean,0
20,SRR23143798,31.4855,32.1839,32.8824,Max,32.5331,31.8347,Min,Mean,0
21,SRR23143798,31.4212,31.9725,32.5238,Max,32.2482,31.6968,Min,Mean,0
22,SRR23143798,31.3477,32.1484,32.9491,Max,32.5488,31.7481,Min,Mean,0
23,SRR23143798,31.3708,31.9511,32.5315,Max,32.2413,31.6609,Min,Mean,0
24,SRR23143798,31.3012,32.0914,32.8817,Max,32.4865,31.6963,Min,Mean,0
25,SRR23143798,31.4187,31.9207,32.4226,Max,32.1716,31.6697,Min,Mean,0
26,SRR23143798,31.4141,32.0337,32.6534,Max,32.3435,31.7239,Min,Mean,0
27,SRR23143798,31.3399,31.8042,32.2685,Max,32.0363,31.5721,Min,Mean,0
28,SRR23143798,31.3017,31.9533,32.6048,Max,32.279,31.6275,Min,Mean,0
29,SRR23143798,31.2095,31.7051,32.2008,Max,31.9529,31.4573,Min,Mean,0
30,SRR23143798,31.2069,31.8712,32.5354,Max,32.2033,31.539,Min,Mean,0
31,SRR23143798,31.0504,31.596,32.1416,Max,31.8688,31.3232,Min,Mean,0
32,SRR23143798,31.1186,31.7775,32.4365,Max,32.107,31.4481,Min,Mean,0
33,SRR23143798,30.887,31.5415,32.1961,Max,31.8688,31.2142,Min,Mean,0
34,SRR23143798,30.9993,31.6647,32.3301,Max,31.9974,31.332,Min,Mean,0
35,SRR23143798,30.7695,31.4137,32.058,Max,31.7358,31.0916,Min,Mean,0
36,SRR23143798,30.6035,31.4763,32.3491,Max,31.9127,31.0399,Min,Mean,0
37,SRR23143798,30.6194,31.3098,32.0002,Max,31.655,30.9646,Min,Mean,0
38,SRR23143798,30.6684,31.4556,32.2427,Max,31.8492,31.062,Min,Mean,0
39,SRR23143798,30.3655,31.134,31.9025,Max,31.5183,30.7498,Min,Mean,0
40,SRR23143798,30.321,31.1789,32.0367,Max,31.6078,30.75,Min,Mean,0
41,SRR23143798,30.1226,30.8398,31.557,Max,31.1984,30.4812,Min,Mean,0
42,SRR23143798,30.2489,31.0203,31.7918,Max,31.4061,30.6346,Min,Mean,1
43,SRR23143798,29.829,30.7776,31.7263,Max,31.252,30.3033,Min,Mean,-1
44,SRR23143798,30.014,30.8596,31.7052,Max,31.2824,30.4368,Min,Mean,0
45,SRR23143798,29.7716,30.44,31.1085,Max,30.7743,30.1058,Min,Mean,0
46,SRR23143798,29.9132,30.6901,31.4671,Max,31.0786,30.3017,Min,Mean,0
47,SRR23143798,29.4806,30.2533,31.026,Max,30.6396,29.8669,Min,Mean,0
48,SRR23143798,29.6065,30.4828,31.359,Max,30.9209,30.0447,Min,Mean,0
49,SRR23143798,29.3023,30.1053,30.9082,Max,30.5067,29.7038,Min,Mean,4
50,SRR23143798,29.2362,30.2878,31.3393,Max,30.8135,29.762,Min,Mean,-4
51,SRR23143798,29.0676,29.8648,30.662,Max,30.2634,29.4662,Min,Mean,0
52,SRR23143798,29.2036,30.1428,31.082,Max,30.6124,29.6732,Min,Mean,0
53,SRR23143798,28.9423,29.6735,30.4048,Max,30.0392,29.3079,Min,Mean,2
54,SRR23143798,28.9943,30.0987,31.203,Max,30.6508,29.5465,Min,Mean,-1
55,SRR23143798,28.8582,29.5713,30.2844,Max,29.9279,29.2148,Min,Mean,-1
56,SRR23143798,29.0961,29.9459,30.7958,Max,30.3708,29.521,Min,Mean,0
57,SRR23143798,28.6258,29.4819,30.338,Max,29.9099,29.0538,Min,Mean,3
58,SRR23143798,28.9633,29.8916,30.8198,Max,30.3557,29.4275,Min,Mean,3
59,SRR23143798,28.5165,29.3295,30.1424,Max,29.7359,28.923,Min,Mean,-3
60,SRR23143798,28.6972,29.701,30.7048,Max,30.2029,29.1991,Min,Mean,-2
61,SRR23143798,28.2146,29.1924,30.1702,Max,29.6813,28.7035,Min,Mean,-1
62,SRR23143798,28.6107,29.5352,30.4597,Max,29.9975,29.073,Min,Mean,0
63,SRR23143798,28.1575,29.0983,30.0391,Max,29.5687,28.6279,Min,Mean,2
64,SRR23143798,28.4795,29.4839,30.4882,Max,29.986,28.9817,Min,Mean,11
65,SRR23143798,28.1578,29.0242,29.8906,Max,29.4574,28.591,Min,Mean,-11
66,SRR23143798,28.5309,29.3979,30.2648,Max,29.8313,28.9644,Min,Mean,4
67,SRR23143798,28.0787,28.8519,29.6251,Max,29.2385,28.4653,Min,Mean,-6
68,SRR23143798,27.974,29.082,30.19,Max,29.636,28.528,Min,Mean,6
69,SRR23143798,27.8805,28.7485,29.6166,Max,29.1826,28.3145,Min,Mean,0
70,SRR23143798,28.1912,29.1167,30.0422,Max,29.5794,28.6539,Min,Mean,1
71,SRR23143798,27.7806,28.6328,29.4851,Max,29.059,28.2067,Min,Mean,-7
72,SRR23143798,28.2038,29.0046,29.8054,Max,29.405,28.6042,Min,Mean,1
73,SRR23143798,27.6614,28.4791,29.2968,Max,28.8879,28.0702,Min,Mean,-1
74,SRR23143798,28.2789,28.8873,29.4957,Max,29.1915,28.5831,Min,Mean,0
75,SRR23143798,27.6513,28.3369,29.0224,Max,28.6797,27.9941,Min,Mean,0
76,SRR23143798,28.2337,28.619,29.0043,Max,28.8116,28.4263,Min,Mean,0
77,SRR23143798,27.5899,27.9915,28.3931,Max,28.1923,27.7907,Min,Mean,0
78,SRR23143798,28.1774,28.2832,28.3891,Max,28.3362,28.2303,Min,Mean,0
79,SRR23143798,27.4665,27.8057,28.1449,Max,27.9753,27.6361,Min,Mean,0
80,SRR23143798,27.853,28.072,28.291,Max,28.1815,27.9625,Min,Mean,0
81,SRR23143798,27.3777,27.4825,27.5872,Max,27.5348,27.4301,Min,Mean,0
82,SRR23143798,27.6026,27.7996,27.9966,Max,27.8981,27.7011,Min,Mean,2
83,SRR23143798,27.2222,27.3422,27.4623,Max,27.4023,27.2822,Min,Mean,-2
84,SRR23143798,26.9867,27.6168,28.2468,Max,27.9318,27.3017,Min,Mean,0
85,SRR23143798,27.0864,27.237,27.3876,Max,27.3123,27.1617,Min,Mean,6
86,SRR23143798,26.8305,27.4813,28.1321,Max,27.8067,27.1559,Min,Mean,-5
87,SRR23143798,26.8605,27.084,27.3076,Max,27.1958,26.9723,Min,Mean,-1
88,SRR23143798,26.53,27.2995,28.0689,Max,27.6842,26.9147,Min,Mean,0
89,SRR23143798,26.7591,26.9426,27.1262,Max,27.0344,26.8508,Min,Mean,7
90,SRR23143798,26.3603,27.1345,27.9086,Max,27.5215,26.7474,Min,Mean,-5
91,SRR23143798,26.3448,26.6454,26.946,Max,26.7957,26.4951,Min,Mean,-2
92,SRR23143798,26.0158,26.8663,27.7167,Max,27.2915,26.441,Min,Mean,1
93,SRR23143798,26.1334,26.5254,26.9175,Max,26.7215,26.3294,Min,Mean,1
94,SRR23143798,25.4085,26.6606,27.9126,Max,27.2866,26.0345,Min,Mean,-2
95,SRR23143798,25.9899,26.4232,26.8565,Max,26.6399,26.2066,Min,Mean,0
96,SRR23143798,25.531,26.5899,27.6487,Max,27.1193,26.0604,Min,Mean,2
97,SRR23143798,25.8395,26.3004,26.7614,Max,26.5309,26.0699,Min,Mean,-2
98,SRR23143798,25.3264,26.5533,27.7802,Max,27.1667,25.9398,Min,Mean,0
99,SRR23143798,26.0391,26.3198,26.6004,Max,26.4601,26.1794,Min,Mean,0
100,SRR23143798,25.6286,26.5246,27.4206,Max,26.9726,26.0766,Min,Mean,0
101,SRR23143798,25.8554,26.1807,26.5059,Max,26.3433,26.0181,Min,Mean,0
102,SRR23143798,25.1868,26.3555,27.5242,Max,26.9398,25.7712,Min,Mean,0
103,SRR23143798,25.4052,26.0362,26.6672,Max,26.3517,25.7207,Min,Mean,0
104,SRR23143798,24.7599,26.1323,27.5048,Max,26.8186,25.4461,Min,Mean,0
105,SRR23143798,25.4242,25.988,26.5518,Max,26.2699,25.7061,Min,Mean,0
106,SRR23143798,25.1969,26.1345,27.0721,Max,26.6033,25.6657,Min,Mean,0
107,SRR23143798,25.8199,25.9497,26.0795,Max,26.0146,25.8848,Min,Mean,0
108,SRR23143798,25.3584,26.0442,26.73,Max,26.3871,25.7013,Min,Mean,0
109,SRR23143798,26.0041,26.1032,26.2023,Max,26.1527,26.0536,Min,Mean,0
110,SRR23143798,25.6477,26.3033,26.9589,Max,26.6311,25.9755,Min,Mean,0
111,SRR23143798,26.1204,26.2404,26.3604,Max,26.3004,26.1804,Min,Mean,0
112,SRR23143798,25.9284,26.3816,26.8349,Max,26.6082,26.155,Min,Mean,0
113,SRR23143798,26.0829,26.2555,26.4281,Max,26.3418,26.1692,Min,Mean,0
114,SRR23143798,25.915,26.3867,26.8584,Max,26.6225,26.1509,Min,Mean,0
115,SRR23143798,26.25,26.2879,26.3257,Max,26.3068,26.2689,Min,Mean,0
116,SRR23143798,25.5602,26.3087,27.0573,Max,26.683,25.9345,Min,Mean,0
117,SRR23143798,26.0973,26.2619,26.4264,Max,26.3441,26.1796,Min,Mean,0
118,SRR23143798,25.4894,26.3115,27.1336,Max,26.7225,25.9004,Min,Mean,0
119,SRR23143798,26.2759,26.2854,26.2949,Max,26.2902,26.2806,Min,Mean,0
120,SRR23143798,25.7703,26.3991,27.0279,Max,26.7135,26.0847,Min,Mean,2
121,SRR23143798,26.3464,26.4019,26.4573,Max,26.4296,26.3741,Min,Mean,-2
122,SRR23143798,25.9052,26.5201,27.135,Max,26.8276,26.2126,Min,Mean,1
123,SRR23143798,26.3321,26.4783,26.6245,Max,26.5514,26.4052,Min,Mean,-1
124,SRR23143798,26.1348,26.5458,26.9567,Max,26.7512,26.3403,Min,Mean,2
125,SRR23143798,26.3964,26.5857,26.775,Max,26.6803,26.491,Min,Mean,-2
126,SRR23143798,26.2113,26.6327,27.0541,Max,26.8434,26.422,Min,Mean,6
127,SRR23143798,26.4761,26.6751,26.8741,Max,26.7746,26.5756,Min,Mean,-6
128,SRR23143798,26.137,26.6319,27.1268,Max,26.8794,26.3845,Min,Mean,0
129,SRR23143798,26.6286,26.7093,26.7899,Max,26.7496,26.6689,Min,Mean,0
130,SRR23143798,26.3503,26.6995,27.0487,Max,26.8741,26.5249,Min,Mean,10
131,SRR23143798,26.7151,26.737,26.7589,Max,26.748,26.726,Min,Mean,-8
132,SRR23143798,26.5859,26.7944,27.003,Max,26.8987,26.6901,Min,Mean,-2
133,SRR23143798,26.7792,26.8873,26.9954,Max,26.9414,26.8333,Min,Mean,3
134,SRR23143798,26.756,26.8812,27.0065,Max,26.9439,26.8186,Min,Mean,3
135,SRR23143798,26.6429,26.8848,27.1268,Max,27.0058,26.7639,Min,Mean,1
136,SRR23143798,26.8385,27.0102,27.1819,Max,27.0961,26.9243,Min,Mean,-4
137,SRR23143798,26.8937,27.0481,27.2026,Max,27.1254,26.9709,Min,Mean,-2
138,SRR23143798,26.8786,27.0796,27.2805,Max,27.18,26.9791,Min,Mean,6
139,SRR23143798,26.9346,27.0455,27.1563,Max,27.1009,26.99,Min,Mean,-7
140,SRR23143798,26.942,27.1135,27.2849,Max,27.1992,27.0278,Min,Mean,0
141,SRR23143798,27.1037,27.1615,27.2194,Max,27.1905,27.1326,Min,Mean,1
142,SRR23143798,27.1074,27.1705,27.2336,Max,27.202,27.139,Min,Mean,-1
143,SRR23143798,27.0342,27.251,27.4679,Max,27.3595,27.1426,Min,Mean,21891
144,SRR23143798,27.0031,27.2106,27.418,Max,27.3143,27.1069,Min,Mean,-21891
145,SRR23143798,27.1284,27.3596,27.5907,Max,27.4752,27.244,Min,Mean,0
146,SRR23143798,27.2298,27.3801,27.5304,Max,27.4553,27.305,Min,Mean,0
147,SRR23143798,27.2387,27.3838,27.5288,Max,27.4563,27.3113,Min,Mean,0
148,SRR23143798,27.2674,27.3863,27.5051,Max,27.4457,27.3268,Min,Mean,0
149,SRR23143798,27.3131,27.4014,27.4897,Max,27.4455,27.3572,Min,Mean,0
150,SRR23143798,27.1114,27.3191,27.5268,Max,27.423,27.2153,Min,Mean,782100
0,SRR23143797,30.5711,31.7251,32.8791,Max,32.3021,31.1481,Min,Mean,1
1,SRR23143797,32.1031,32.1503,32.1975,Max,32.1739,32.1267,Min,Mean,-2
2,SRR23143797,31.881,32.1428,32.4046,Max,32.2737,32.0119,Min,Mean,1
3,SRR23143797,31.7163,32.174,32.6317,Max,32.4028,31.9451,Min,Mean,-1
4,SRR23143797,32.2915,32.4566,32.6217,Max,32.5391,32.374,Min,Mean,0
5,SRR23143797,32.2568,32.5114,32.766,Max,32.6387,32.3841,Min,Mean,0
6,SRR23143797,32.3009,32.3734,32.446,Max,32.4097,32.3371,Min,Mean,0
7,SRR23143797,32.1708,32.4452,32.7196,Max,32.5824,32.308,Min,Mean,0
8,SRR23143797,32.0391,32.3531,32.667,Max,32.51,32.1961,Min,Mean,0
9,SRR23143797,32.3249,32.5613,32.7976,Max,32.6794,32.4431,Min,Mean,0
10,SRR23143797,32.5176,32.6283,32.739,Max,32.6836,32.5729,Min,Mean,0
11,SRR23143797,32.2858,32.5678,32.8498,Max,32.7088,32.4268,Min,Mean,0
12,SRR23143797,32.418,32.5724,32.7268,Max,32.6496,32.4952,Min,Mean,0
13,SRR23143797,32.3377,32.6066,32.8755,Max,32.741,32.4722,Min,Mean,0
14,SRR23143797,32.2876,32.5483,32.809,Max,32.6787,32.418,Min,Mean,0
15,SRR23143797,32.3171,32.6117,32.9063,Max,32.759,32.4644,Min,Mean,0
16,SRR23143797,32.2499,32.5233,32.7968,Max,32.6601,32.3866,Min,Mean,0
17,SRR23143797,32.327,32.6165,32.9059,Max,32.7612,32.4717,Min,Mean,0
18,SRR23143797,32.2801,32.551,32.822,Max,32.6865,32.4156,Min,Mean,0
19,SRR23143797,32.2919,32.5942,32.8965,Max,32.7453,32.443,Min,Mean,0
20,SRR23143797,32.1894,32.5014,32.8133,Max,32.6573,32.3454,Min,Mean,0
21,SRR23143797,32.2777,32.5767,32.8757,Max,32.7262,32.4272,Min,Mean,0
22,SRR23143797,32.2107,32.4984,32.786,Max,32.6422,32.3546,Min,Mean,0
23,SRR23143797,32.2339,32.535,32.8361,Max,32.6856,32.3845,Min,Mean,0
24,SRR23143797,32.1459,32.4653,32.7847,Max,32.625,32.3056,Min,Mean,0
25,SRR23143797,32.3664,32.532,32.6975,Max,32.6148,32.4492,Min,Mean,0
26,SRR23143797,32.2915,32.4548,32.6182,Max,32.5365,32.3732,Min,Mean,0
27,SRR23143797,32.3233,32.5018,32.6802,Max,32.591,32.4125,Min,Mean,0
28,SRR23143797,32.2708,32.4473,32.6238,Max,32.5355,32.359,Min,Mean,0
29,SRR23143797,32.3405,32.4827,32.625,Max,32.5538,32.4116,Min,Mean,0
30,SRR23143797,32.2262,32.411,32.5958,Max,32.5034,32.3186,Min,Mean,0
31,SRR23143797,32.2692,32.4563,32.6434,Max,32.5499,32.3627,Min,Mean,0
32,SRR23143797,32.1896,32.3884,32.5873,Max,32.4879,32.289,Min,Mean,0
33,SRR23143797,32.2409,32.4133,32.5856,Max,32.4995,32.3271,Min,Mean,0
34,SRR23143797,32.1717,32.3698,32.5679,Max,32.4689,32.2707,Min,Mean,0
35,SRR23143797,32.2227,32.3918,32.5608,Max,32.4763,32.3072,Min,Mean,0
36,SRR23143797,32.1322,32.3394,32.5466,Max,32.443,32.2358,Min,Mean,0
37,SRR23143797,32.1988,32.3706,32.5425,Max,32.4566,32.2847,Min,Mean,0
38,SRR23143797,32.1735,32.327,32.4805,Max,32.4037,32.2502,Min,Mean,0
39,SRR23143797,32.1648,32.33,32.4952,Max,32.4126,32.2474,Min,Mean,0
40,SRR23143797,32.1441,32.2877,32.4312,Max,32.3594,32.2159,Min,Mean,0
41,SRR23143797,32.0968,32.2382,32.3796,Max,32.3089,32.1675,Min,Mean,0
42,SRR23143797,32.0809,32.2288,32.3768,Max,32.3028,32.1549,Min,Mean,2
43,SRR23143797,32.0406,32.2329,32.4253,Max,32.3291,32.1367,Min,Mean,-2
44,SRR23143797,32.0384,32.2225,32.4066,Max,32.3146,32.1305,Min,Mean,0
45,SRR23143797,32.0721,32.135,32.198,Max,32.1665,32.1036,Min,Mean,0
46,SRR23143797,32.087,32.1791,32.2712,Max,32.2251,32.1331,Min,Mean,1
47,SRR23143797,31.9728,32.0805,32.1883,Max,32.1344,32.0267,Min,Mean,-1
48,SRR23143797,31.9918,32.1451,32.2983,Max,32.2217,32.0685,Min,Mean,0
49,SRR23143797,31.9219,32.0581,32.1943,Max,32.1262,31.99,Min,Mean,5
50,SRR23143797,31.9125,32.1262,32.34,Max,32.2331,32.0194,Min,Mean,-5
51,SRR23143797,31.8351,32.0027,32.1702,Max,32.0864,31.9189,Min,Mean,0
52,SRR23143797,31.9117,32.1014,32.2911,Max,32.1963,32.0066,Min,Mean,0
53,SRR23143797,31.8032,31.9553,32.1074,Max,32.0314,31.8793,Min,Mean,0
54,SRR23143797,31.8255,32.0599,32.2943,Max,32.1771,31.9427,Min,Mean,0
55,SRR23143797,31.7413,31.8854,32.0295,Max,31.9575,31.8134,Min,Mean,2
56,SRR23143797,31.8491,32.0251,32.201,Max,32.113,31.9371,Min,Mean,-2
57,SRR23143797,31.6989,31.8518,32.0047,Max,31.9283,31.7754,Min,Mean,3
58,SRR23143797,31.7818,31.9672,32.1526,Max,32.0599,31.8745,Min,Mean,0
59,SRR23143797,31.6859,31.7936,31.9012,Max,31.8474,31.7397,Min,Mean,-2
60,SRR23143797,31.6819,31.9131,32.1443,Max,32.0287,31.7975,Min,Mean,-1
61,SRR23143797,31.6006,31.7416,31.8825,Max,31.8121,31.6711,Min,Mean,2
62,SRR23143797,31.6754,31.824,31.9725,Max,31.8982,31.7497,Min,Mean,1
63,SRR23143797,31.5127,31.6813,31.85,Max,31.7657,31.597,Min,Mean,1
64,SRR23143797,31.5086,31.7972,32.0858,Max,31.9415,31.6529,Min,Mean,6
