pos,SRR,low_mean,mean,high_mean,2,max,min,3,1,num_reads
59,SRR23143801,31.1138,31.3372,31.5605,Max,31.4488,31.2255,Min,Mean,-1
60,SRR23143801,31.1422,31.5145,31.8868,Max,31.7006,31.3283,Min,Mean,0
61,SRR23143801,30.9815,31.2537,31.5259,Max,31.3898,31.1176,Min,Mean,0
62,SRR23143801,31.0664,31.4303,31.7942,Max,31.6122,31.2483,Min,Mean,0
63,SRR23143801,30.9472,31.1979,31.4485,Max,31.3232,31.0725,Min,Mean,0
64,SRR23143801,30.9985,31.4159,31.8333,Max,31.6246,31.2072,Min,Mean,4
65,SRR23143801,30.8725,31.1278,31.383,Max,31.2554,31.0001,Min,Mean,-4
66,SRR23143801,30.9096,31.3176,31.7256,Max,31.5216,31.1136,Min,Mean,2
67,SRR23143801,30.7362,31.0004,31.2647,Max,31.1326,30.8683,Min,Mean,-2
68,SRR23143801,30.7559,31.1842,31.6125,Max,31.3984,30.9701,Min,Mean,2
69,SRR23143801,30.5644,30.8325,31.1007,Max,30.9666,30.6985,Min,Mean,-1
70,SRR23143801,30.7056,31.0983,31.491,Max,31.2947,30.902,Min,Mean,0
71,SRR23143801,30.6296,30.7739,30.9182,Max,30.846,30.7018,Min,Mean,-1
72,SRR23143801,30.8235,31.0109,31.1983,Max,31.1046,30.9172,Min,Mean,0
73,SRR23143801,30.6086,30.6135,30.6183,Max,30.6159,30.6111,Min,Mean,0
74,SRR23143801,30.6516,30.7707,30.8898,Max,30.8303,30.7112,Min,Mean,0
75,SRR23143801,29.8724,30.3291,30.7859,Max,30.5575,30.1008,Min,Mean,0
76,SRR23143801,29.7331,30.4715,31.2098,Max,30.8406,30.1023,Min,Mean,0
77,SRR23143801,28.8098,29.9415,31.0731,Max,30.5073,29.3757,Min,Mean,0
78,SRR23143801,29.1014,30.2132,31.325,Max,30.7691,29.6573,Min,Mean,0
79,SRR23143801,28.7077,29.8143,30.9208,Max,30.3675,29.261,Min,Mean,0
80,SRR23143801,28.4291,29.9467,31.4644,Max,30.7056,29.1879,Min,Mean,0
81,SRR23143801,27.8695,29.5472,31.225,Max,30.3861,28.7083,Min,Mean,0
82,SRR23143801,28.1807,29.8514,31.522,Max,30.6867,29.0161,Min,Mean,0
83,SRR23143801,27.4307,29.3574,31.284,Max,30.3207,28.394,Min,Mean,0
84,SRR23143801,27.3396,29.5613,31.783,Max,30.6721,28.4504,Min,Mean,0
85,SRR23143801,27.0673,29.1917,31.3161,Max,30.2539,28.1295,Min,Mean,1
86,SRR23143801,26.9879,29.4203,31.8527,Max,30.6365,28.2041,Min,Mean,-1
87,SRR23143801,26.3833,28.9325,31.4818,Max,30.2072,27.6579,Min,Mean,0
88,SRR23143801,26.3546,29.1837,32.0128,Max,30.5983,27.7692,Min,Mean,0
89,SRR23143801,26.2671,28.8258,31.3846,Max,30.1052,27.5465,Min,Mean,2
90,SRR23143801,26.3353,29.1146,31.8939,Max,30.5042,27.7249,Min,Mean,-2
91,SRR23143801,25.7748,28.6322,31.4896,Max,30.0609,27.2035,Min,Mean,0
92,SRR23143801,25.849,28.8738,31.8986,Max,30.3862,27.3614,Min,Mean,0
93,SRR23143801,25.4626,28.525,31.5875,Max,30.0562,26.9938,Min,Mean,0
94,SRR23143801,25.3256,28.6758,32.0261,Max,30.3509,27.0007,Min,Mean,0
95,SRR23143801,25.2965,28.3945,31.4924,Max,29.9434,26.8455,Min,Mean,0
96,SRR23143801,25.3783,28.6054,31.8325,Max,30.219,26.9919,Min,Mean,0
97,SRR23143801,25.0273,28.2845,31.5416,Max,29.913,26.6559,Min,Mean,0
98,SRR23143801,24.9552,28.4644,31.9736,Max,30.219,26.7098,Min,Mean,0
99,SRR23143801,25.0984,28.2573,31.4162,Max,29.8368,26.6779,Min,Mean,0
100,SRR23143801,25.3954,28.5382,31.6809,Max,30.1095,26.9668,Min,Mean,1
101,SRR23143801,25.1898,28.206,31.2221,Max,29.714,26.6979,Min,Mean,-1
102,SRR23143801,24.9247,28.3088,31.693,Max,30.0009,26.6168,Min,Mean,1
103,SRR23143801,24.7045,27.9743,31.2441,Max,29.6092,26.3394,Min,Mean,-1
104,SRR23143801,24.5941,28.1078,31.6216,Max,29.8647,26.3509,Min,Mean,0
105,SRR23143801,24.5959,27.806,31.0162,Max,29.4111,26.201,Min,Mean,0
106,SRR23143801,25.0572,27.9614,30.8656,Max,29.4135,26.5093,Min,Mean,0
107,SRR23143801,25.4186,27.7321,30.0457,Max,28.8889,26.5753,Min,Mean,1
108,SRR23143801,25.56,27.9473,30.3346,Max,29.141,26.7537,Min,Mean,-1
109,SRR23143801,25.6068,27.9689,30.3309,Max,29.1499,26.7878,Min,Mean,1
110,SRR23143801,25.8133,28.2362,30.6591,Max,29.4477,27.0248,Min,Mean,0
111,SRR23143801,25.9675,28.1807,30.394,Max,29.2874,27.0741,Min,Mean,-1
112,SRR23143801,26.0504,28.4139,30.7774,Max,29.5957,27.2321,Min,Mean,1
113,SRR23143801,26.1055,28.2938,30.4821,Max,29.388,27.1997,Min,Mean,-1
114,SRR23143801,26.0679,28.4411,30.8143,Max,29.6277,27.2545,Min,Mean,3
115,SRR23143801,25.9203,28.3418,30.7633,Max,29.5526,27.1311,Min,Mean,-2
116,SRR23143801,25.8212,28.4131,31.0051,Max,29.7091,27.1172,Min,Mean,-1
117,SRR23143801,25.8885,28.3159,30.7434,Max,29.5296,27.1022,Min,Mean,1
118,SRR23143801,25.9117,28.3751,30.8384,Max,29.6067,27.1434,Min,Mean,-1
119,SRR23143801,25.9406,28.3057,30.6709,Max,29.4883,27.1231,Min,Mean,1
120,SRR23143801,26.0636,28.4548,30.846,Max,29.6504,27.2592,Min,Mean,3
121,SRR23143801,26.281,28.481,30.6809,Max,29.5809,27.381,Min,Mean,-3
122,SRR23143801,26.4213,28.5792,30.737,Max,29.6581,27.5002,Min,Mean,2
123,SRR23143801,26.5772,28.5573,30.5374,Max,29.5473,27.5672,Min,Mean,-3
124,SRR23143801,26.5396,28.6388,30.7381,Max,29.6884,27.5892,Min,Mean,0
125,SRR23143801,26.568,28.6176,30.6672,Max,29.6424,27.5928,Min,Mean,0
126,SRR23143801,26.5731,28.6851,30.7972,Max,29.7412,27.6291,Min,Mean,5
127,SRR23143801,26.5099,28.6531,30.7964,Max,29.7247,27.5815,Min,Mean,-5
128,SRR23143801,26.6191,28.6629,30.7066,Max,29.6847,27.641,Min,Mean,0
129,SRR23143801,26.5328,28.6432,30.7536,Max,29.6984,27.588,Min,Mean,0
130,SRR23143801,26.5823,28.6389,30.6955,Max,29.6672,27.6106,Min,Mean,3
131,SRR23143801,26.5567,28.6345,30.7124,Max,29.6734,27.5956,Min,Mean,-3
132,SRR23143801,26.7479,28.7232,30.6985,Max,29.7109,27.7355,Min,Mean,0
133,SRR23143801,26.8316,28.7746,30.7177,Max,29.7461,27.8031,Min,Mean,0
134,SRR23143801,26.9389,28.8706,30.8024,Max,29.8365,27.9048,Min,Mean,1
135,SRR23143801,26.9375,28.8889,30.8403,Max,29.8646,27.9132,Min,Mean,2
136,SRR23143801,26.9555,28.8807,30.8059,Max,29.8433,27.9181,Min,Mean,-3
137,SRR23143801,26.9266,28.9337,30.9409,Max,29.9373,27.9302,Min,Mean,0
138,SRR23143801,26.8881,28.8868,30.8855,Max,29.8861,27.8874,Min,Mean,1
139,SRR23143801,26.8311,28.8975,30.9638,Max,29.9306,27.8643,Min,Mean,-1
140,SRR23143801,26.9262,28.8953,30.8643,Max,29.8798,27.9107,Min,Mean,0
141,SRR23143801,26.8849,28.886,30.8871,Max,29.8866,27.8854,Min,Mean,1
142,SRR23143801,27.12,28.9329,30.7459,Max,29.8394,28.0265,Min,Mean,-1
143,SRR23143801,27.1465,28.9724,30.7983,Max,29.8853,28.0595,Min,Mean,12439
144,SRR23143801,27.3919,28.9474,30.5028,Max,29.7251,28.1696,Min,Mean,-12439
145,SRR23143801,27.2547,29.0524,30.8502,Max,29.9513,28.1536,Min,Mean,0
146,SRR23143801,27.208,29.0936,30.9792,Max,30.0364,28.1508,Min,Mean,0
147,SRR23143801,27.1571,29.1032,31.0494,Max,30.0763,28.1301,Min,Mean,0
148,SRR23143801,27.0707,29.0592,31.0478,Max,30.0535,28.065,Min,Mean,2
149,SRR23143801,26.9473,29.0685,31.1897,Max,30.1291,28.0079,Min,Mean,-1
150,SRR23143801,26.4282,28.321,30.2139,Max,29.2675,27.3746,Min,Mean,425611
0,SRR23143800,30.1858,31.2083,32.2308,Max,31.7196,30.697,Min,Mean,-1
1,SRR23143800,30.7099,31.4312,32.1526,Max,31.7919,31.0706,Min,Mean,-1
2,SRR23143800,31.4023,31.782,32.1617,Max,31.9719,31.5922,Min,Mean,1
3,SRR23143800,32.0895,32.2394,32.3893,Max,32.3143,32.1644,Min,Mean,-1
4,SRR23143800,32.2823,32.3628,32.4434,Max,32.4031,32.3226,Min,Mean,0
5,SRR23143800,32.0443,32.5793,33.1143,Max,32.8468,32.3118,Min,Mean,0
6,SRR23143800,32.3338,32.3362,32.3386,Max,32.3374,32.335,Min,Mean,0
7,SRR23143800,32.0605,32.6188,33.1772,Max,32.898,32.3396,Min,Mean,0
8,SRR23143800,32.0651,32.2989,32.5327,Max,32.4158,32.182,Min,Mean,0
9,SRR23143800,32.2911,32.7082,33.1254,Max,32.9168,32.4997,Min,Mean,0
10,SRR23143800,32.466,32.4813,32.4966,Max,32.489,32.4737,Min,Mean,0
11,SRR23143800,32.2903,32.7788,33.2672,Max,33.023,32.5345,Min,Mean,0
12,SRR23143800,32.3597,32.4934,32.6272,Max,32.5603,32.4266,Min,Mean,0
13,SRR23143800,32.2863,32.7444,33.2025,Max,32.9735,32.5154,Min,Mean,0
14,SRR23143800,32.2398,32.4902,32.7406,Max,32.6154,32.365,Min,Mean,0
15,SRR23143800,32.4465,32.8135,33.1805,Max,32.997,32.63,Min,Mean,0
16,SRR23143800,32.2029,32.5011,32.7992,Max,32.6502,32.352,Min,Mean,0
17,SRR23143800,32.4726,32.8062,33.1399,Max,32.9731,32.6394,Min,Mean,0
18,SRR23143800,32.1445,32.4789,32.8133,Max,32.6461,32.3117,Min,Mean,0
19,SRR23143800,32.4397,32.7814,33.1231,Max,32.9523,32.6106,Min,Mean,0
20,SRR23143800,32.1037,32.4923,32.8808,Max,32.6865,32.298,Min,Mean,0
21,SRR23143800,32.3361,32.7296,33.123,Max,32.9263,32.5328,Min,Mean,0
22,SRR23143800,32.1054,32.4619,32.8185,Max,32.6402,32.2837,Min,Mean,0
23,SRR23143800,32.2339,32.6562,33.0786,Max,32.8674,32.4451,Min,Mean,0
24,SRR23143800,31.9102,32.3679,32.8257,Max,32.5968,32.1391,Min,Mean,0
25,SRR23143800,32.2849,32.6484,33.0118,Max,32.8301,32.4666,Min,Mean,0
26,SRR23143800,32.0282,32.2748,32.5214,Max,32.3981,32.1515,Min,Mean,0
27,SRR23143800,32.2638,32.5867,32.9097,Max,32.7482,32.4252,Min,Mean,0
28,SRR23143800,31.7586,32.159,32.5594,Max,32.3592,31.9588,Min,Mean,0
29,SRR23143800,32.0211,32.4367,32.8524,Max,32.6446,32.2289,Min,Mean,0
30,SRR23143800,31.6817,32.0497,32.4177,Max,32.2337,31.8657,Min,Mean,0
31,SRR23143800,31.9157,32.3642,32.8127,Max,32.5885,32.1399,Min,Mean,0
32,SRR23143800,31.489,31.9333,32.3777,Max,32.1555,31.7112,Min,Mean,0
33,SRR23143800,31.8387,32.2212,32.6038,Max,32.4125,32.0299,Min,Mean,0
34,SRR23143800,31.368,31.8292,32.2905,Max,32.0599,31.5986,Min,Mean,0
35,SRR23143800,31.5737,32.1017,32.6298,Max,32.3658,31.8377,Min,Mean,0
36,SRR23143800,31.1589,31.6962,32.2336,Max,31.9649,31.4276,Min,Mean,0
37,SRR23143800,31.4273,31.9739,32.5206,Max,32.2473,31.7006,Min,Mean,0
38,SRR23143800,31.0676,31.5957,32.1239,Max,31.8598,31.3317,Min,Mean,0
39,SRR23143800,31.201,31.8128,32.4246,Max,32.1187,31.5069,Min,Mean,0
40,SRR23143800,30.9407,31.3255,31.7102,Max,31.5179,31.1331,Min,Mean,0
41,SRR23143800,31.2664,31.582,31.8976,Max,31.7398,31.4242,Min,Mean,0
42,SRR23143800,30.8905,31.2119,31.5334,Max,31.3727,31.0512,Min,Mean,0
43,SRR23143800,30.9136,31.5274,32.1413,Max,31.8343,31.2205,Min,Mean,0
44,SRR23143800,30.678,31.1718,31.6656,Max,31.4187,30.9249,Min,Mean,0
45,SRR23143800,30.7849,31.2297,31.6746,Max,31.4522,31.0073,Min,Mean,0
46,SRR23143800,30.6131,31.1672,31.7213,Max,31.4443,30.8902,Min,Mean,0
47,SRR23143800,30.5523,31.0851,31.6178,Max,31.3514,30.8187,Min,Mean,0
48,SRR23143800,30.3977,30.8922,31.3868,Max,31.1395,30.6449,Min,Mean,0
49,SRR23143800,30.352,30.9264,31.5007,Max,31.2135,30.6392,Min,Mean,3
50,SRR23143800,30.1895,30.8368,31.4841,Max,31.1605,30.5131,Min,Mean,-3
51,SRR23143800,30.2084,30.7555,31.3026,Max,31.0291,30.4819,Min,Mean,0
52,SRR23143800,30.1252,30.7071,31.289,Max,30.9981,30.4162,Min,Mean,0
53,SRR23143800,30.0132,30.5643,31.1153,Max,30.8398,30.2888,Min,Mean,1
54,SRR23143800,29.8319,30.6251,31.4183,Max,31.0217,30.2285,Min,Mean,-1
55,SRR23143800,29.7236,30.3409,30.9583,Max,30.6496,30.0323,Min,Mean,0
56,SRR23143800,29.766,30.4731,31.1802,Max,30.8266,30.1196,Min,Mean,0
57,SRR23143800,29.5331,30.2154,30.8978,Max,30.5566,29.8742,Min,Mean,1
58,SRR23143800,29.6475,30.3441,31.0408,Max,30.6924,29.9958,Min,Mean,1
59,SRR23143800,29.3684,30.0088,30.6492,Max,30.329,29.6886,Min,Mean,-1
60,SRR23143800,29.3086,30.177,31.0454,Max,30.6112,29.7428,Min,Mean,-1
61,SRR23143800,28.943,29.7823,30.6216,Max,30.202,29.3626,Min,Mean,0
62,SRR23143800,29.1987,29.9602,30.7217,Max,30.341,29.5795,Min,Mean,1
63,SRR23143800,28.8536,29.621,30.3883,Max,30.0046,29.2373,Min,Mean,1
64,SRR23143800,28.9539,29.836,30.718,Max,30.277,29.395,Min,Mean,7
65,SRR23143800,28.6955,29.3826,30.0697,Max,29.7261,29.039,Min,Mean,-8
66,SRR23143800,28.8609,29.6081,30.3553,Max,29.9817,29.2345,Min,Mean,1
67,SRR23143800,28.5595,29.0764,29.5934,Max,29.3349,28.818,Min,Mean,-2
68,SRR23143800,28.6033,29.3933,30.1833,Max,29.7883,28.9983,Min,Mean,3
69,SRR23143800,28.3216,28.8909,29.4602,Max,29.1756,28.6063,Min,Mean,0
70,SRR23143800,28.5614,29.3115,30.0616,Max,29.6866,28.9364,Min,Mean,1
71,SRR23143800,28.0373,28.7316,29.4258,Max,29.0787,28.3844,Min,Mean,-4
72,SRR23143800,28.4885,29.1531,29.8177,Max,29.4854,28.8208,Min,Mean,0
73,SRR23143800,27.8019,28.5245,29.2471,Max,28.8858,28.1632,Min,Mean,0
74,SRR23143800,28.4342,28.9224,29.4105,Max,29.1665,28.6783,Min,Mean,0
75,SRR23143800,27.8057,28.3089,28.8122,Max,28.5605,28.0573,Min,Mean,0
76,SRR23143800,28.4331,28.6967,28.9603,Max,28.8285,28.5649,Min,Mean,0
77,SRR23143800,27.7653,28.0081,28.2508,Max,28.1294,27.8867,Min,Mean,0
78,SRR23143800,28.4144,28.4827,28.551,Max,28.5168,28.4486,Min,Mean,0
79,SRR23143800,27.5151,27.7646,28.014,Max,27.8893,27.6398,Min,Mean,0
80,SRR23143800,28.1875,28.2922,28.397,Max,28.3446,28.2399,Min,Mean,0
81,SRR23143800,27.3123,27.5029,27.6935,Max,27.5982,27.4076,Min,Mean,0
82,SRR23143800,27.8372,28.0574,28.2776,Max,28.1675,27.9473,Min,Mean,1
83,SRR23143800,27.2871,27.3673,27.4476,Max,27.4074,27.3272,Min,Mean,-1
84,SRR23143800,27.3762,27.8029,28.2297,Max,28.0163,27.5895,Min,Mean,0
85,SRR23143800,27.1863,27.2135,27.2407,Max,27.2271,27.1999,Min,Mean,2
86,SRR23143800,27.0625,27.605,28.1475,Max,27.8762,27.3337,Min,Mean,-2
87,SRR23143800,26.9262,26.9567,26.9872,Max,26.972,26.9415,Min,Mean,0
88,SRR23143800,26.833,27.4228,28.0125,Max,27.7177,27.1279,Min,Mean,0
89,SRR23143800,26.6861,26.7873,26.8885,Max,26.8379,26.7367,Min,Mean,4
90,SRR23143800,26.5978,27.2624,27.9269,Max,27.5947,26.9301,Min,Mean,-4
91,SRR23143800,26.4974,26.6063,26.7152,Max,26.6607,26.5518,Min,Mean,0
92,SRR23143800,26.3339,27.0731,27.8123,Max,27.4427,26.7035,Min,Mean,0
93,SRR23143800,26.2904,26.4499,26.6094,Max,26.5297,26.3702,Min,Mean,0
94,SRR23143800,25.895,26.8077,27.7203,Max,27.264,26.3513,Min,Mean,0
95,SRR23143800,26.1723,26.3281,26.484,Max,26.4061,26.2502,Min,Mean,0
96,SRR23143800,25.6446,26.6511,27.6576,Max,27.1544,26.1479,Min,Mean,1
97,SRR23143800,25.8677,26.149,26.4303,Max,26.2896,26.0083,Min,Mean,-1
98,SRR23143800,25.5309,26.5087,27.4865,Max,26.9976,26.0198,Min,Mean,0
99,SRR23143800,25.8584,26.0401,26.2218,Max,26.131,25.9493,Min,Mean,0
100,SRR23143800,25.4708,26.3766,27.2824,Max,26.8295,25.9237,Min,Mean,0
101,SRR23143800,25.7044,25.9104,26.1163,Max,26.0134,25.8074,Min,Mean,0
102,SRR23143800,25.1711,26.2639,27.3567,Max,26.8103,25.7175,Min,Mean,0
103,SRR23143800,25.3754,25.7667,26.1579,Max,25.9623,25.5711,Min,Mean,0
104,SRR23143800,24.8972,26.0479,27.1987,Max,26.6233,25.4726,Min,Mean,0
105,SRR23143800,25.3066,25.6791,26.0517,Max,25.8654,25.4929,Min,Mean,0
106,SRR23143800,24.8172,25.9179,27.0187,Max,26.4683,25.3675,Min,Mean,0
107,SRR23143800,25.2665,25.6179,25.9693,Max,25.7936,25.4422,Min,Mean,0
108,SRR23143800,24.8999,25.8392,26.7785,Max,26.3088,25.3695,Min,Mean,0
109,SRR23143800,25.3958,25.6376,25.8794,Max,25.7585,25.5167,Min,Mean,0
110,SRR23143800,24.9165,25.8649,26.8132,Max,26.339,25.3907,Min,Mean,2
111,SRR23143800,25.4652,25.5998,25.7343,Max,25.667,25.5325,Min,Mean,-2
112,SRR23143800,25.1429,25.8944,26.6459,Max,26.2701,25.5186,Min,Mean,0
113,SRR23143800,25.678,25.6853,25.6925,Max,25.6889,25.6817,Min,Mean,0
114,SRR23143800,25.1601,25.8895,26.6189,Max,26.2542,25.5248,Min,Mean,3
115,SRR23143800,25.5304,25.7037,25.877,Max,25.7904,25.6171,Min,Mean,0
116,SRR23143800,24.9323,25.8693,26.8063,Max,26.3378,25.4008,Min,Mean,-3
117,SRR23143800,25.2909,25.7722,26.2535,Max,26.0129,25.5316,Min,Mean,3
118,SRR23143800,24.8259,25.801,26.776,Max,26.2885,25.3135,Min,Mean,-3
119,SRR23143800,25.3015,25.7559,26.2103,Max,25.9831,25.5287,Min,Mean,3
120,SRR23143800,24.9661,25.8349,26.7038,Max,26.2694,25.4005,Min,Mean,2
121,SRR23143800,25.5341,25.8039,26.0738,Max,25.9388,25.669,Min,Mean,-5
122,SRR23143800,25.1809,25.8831,26.5853,Max,26.2342,25.532,Min,Mean,0
123,SRR23143800,25.7518,25.8624,25.973,Max,25.9177,25.8071,Min,Mean,0
124,SRR23143800,25.2712,25.9335,26.5958,Max,26.2646,25.6024,Min,Mean,1
125,SRR23143800,25.8653,25.9474,26.0296,Max,25.9885,25.9064,Min,Mean,2
126,SRR23143800,25.4471,25.991,26.5349,Max,26.263,25.7191,Min,Mean,1
127,SRR23143800,25.8166,26.0443,26.2719,Max,26.1581,25.9304,Min,Mean,-4
128,SRR23143800,25.4109,26.0063,26.6017,Max,26.304,25.7086,Min,Mean,0
129,SRR23143800,25.7875,26.1597,26.532,Max,26.3459,25.9736,Min,Mean,0
130,SRR23143800,25.3625,26.0574,26.7524,Max,26.4049,25.7099,Min,Mean,4
131,SRR23143800,25.7968,26.188,26.5792,Max,26.3836,25.9924,Min,Mean,-3
132,SRR23143800,25.5992,26.1264,26.6535,Max,26.39,25.8628,Min,Mean,-1
133,SRR23143800,26.0566,26.2644,26.4723,Max,26.3683,26.1605,Min,Mean,2
134,SRR23143800,25.8717,26.2405,26.6093,Max,26.4249,26.0561,Min,Mean,0
135,SRR23143800,26.33,26.4228,26.5155,Max,26.4691,26.3764,Min,Mean,2
136,SRR23143800,25.9836,26.3344,26.6853,Max,26.5098,26.159,Min,Mean,-3
137,SRR23143800,26.3263,26.5427,26.7591,Max,26.6509,26.4345,Min,Mean,-1
138,SRR23143800,25.9951,26.4184,26.8417,Max,26.63,26.2067,Min,Mean,4
139,SRR23143800,26.1625,26.5837,27.0049,Max,26.7943,26.3731,Min,Mean,-4
140,SRR23143800,26.114,26.4481,26.7821,Max,26.6151,26.281,Min,Mean,0
141,SRR23143800,26.2957,26.6585,27.0213,Max,26.8399,26.4771,Min,Mean,1
142,SRR23143800,26.3319,26.5735,26.8152,Max,26.6943,26.4527,Min,Mean,-1
143,SRR23143800,26.5952,26.8088,27.0225,Max,26.9157,26.702,Min,Mean,28334
144,SRR23143800,26.57,26.6348,26.6996,Max,26.6672,26.6024,Min,Mean,-28334
145,SRR23143800,26.825,26.9484,27.0717,Max,27.01,26.8867,Min,Mean,0
146,SRR23143800,26.7378,26.8306,26.9234,Max,26.877,26.7842,Min,Mean,0
147,SRR23143800,26.8635,27.0688,27.2742,Max,27.1715,26.9662,Min,Mean,0
148,SRR23143800,26.7879,26.9343,27.0806,Max,27.0074,26.8611,Min,Mean,1
149,SRR23143800,26.6923,27.1202,27.5481,Max,27.3342,26.9062,Min,Mean,2
150,SRR23143800,26.4938,26.7835,27.0731,Max,26.9283,26.6386,Min,Mean,995199
0,SRR23143799,30.908,31.3231,31.7381,Max,31.5306,31.1155,Min,Mean,1
1,SRR23143799,31.1849,31.5611,31.9373,Max,31.7492,31.373,Min,Mean,-1
2,SRR23143799,31.4188,31.4423,31.4658,Max,31.4541,31.4305,Min,Mean,0
3,SRR23143799,31.4553,31.6271,31.799,Max,31.7131,31.5412,Min,Mean,0
4,SRR23143799,31.2974,31.6795,32.0616,Max,31.8705,31.4885,Min,Mean,0
5,SRR23143799,31.5671,32.0783,32.5895,Max,32.3339,31.8227,Min,Mean,0
6,SRR23143799,31.5144,31.981,32.4476,Max,32.2143,31.7477,Min,Mean,0
7,SRR23143799,31.3993,32.0058,32.6123,Max,32.3091,31.7026,Min,Mean,0
8,SRR23143799,31.8371,32.0311,32.225,Max,32.128,31.9341,Min,Mean,0
9,SRR23143799,31.5408,32.0836,32.6264,Max,32.355,31.8122,Min,Mean,0
10,SRR23143799,31.7389,32.2391,32.7393,Max,32.4892,31.989,Min,Mean,0
11,SRR23143799,31.5494,32.1908,32.8322,Max,32.5115,31.8701,Min,Mean,0
12,SRR23143799,31.6773,32.1956,32.7139,Max,32.4548,31.9364,Min,Mean,0
13,SRR23143799,31.6274,32.2261,32.8247,Max,32.5254,31.9267,Min,Mean,0
14,SRR23143799,31.6113,32.2102,32.809,Max,32.5096,31.9107,Min,Mean,0
15,SRR23143799,31.6305,32.2458,32.8611,Max,32.5534,31.9381,Min,Mean,0
16,SRR23143799,31.59,32.1975,32.8049,Max,32.5012,31.8937,Min,Mean,0
17,SRR23143799,31.6096,32.2195,32.8295,Max,32.5245,31.9146,Min,Mean,0
18,SRR23143799,31.495,32.1501,32.8052,Max,32.4777,31.8226,Min,Mean,0
19,SRR23143799,31.6199,32.2294,32.8389,Max,32.5342,31.9247,Min,Mean,0
20,SRR23143799,31.5737,32.1737,32.7736,Max,32.4736,31.8737,Min,Mean,0
21,SRR23143799,31.544,32.1931,32.8423,Max,32.5177,31.8686,Min,Mean,0
22,SRR23143799,31.5158,32.1413,32.7667,Max,32.454,31.8285,Min,Mean,0
23,SRR23143799,31.4817,32.1363,32.7909,Max,32.4636,31.809,Min,Mean,0
24,SRR23143799,31.386,32.0628,32.7396,Max,32.4012,31.7244,Min,Mean,0
25,SRR23143799,31.6521,32.1022,32.5523,Max,32.3272,31.8771,Min,Mean,0
26,SRR23143799,31.5475,32.0179,32.4882,Max,32.253,31.7827,Min,Mean,0
27,SRR23143799,31.5981,32.0579,32.5178,Max,32.2879,31.828,Min,Mean,0
28,SRR23143799,31.4863,31.9652,32.4441,Max,32.2046,31.7257,Min,Mean,0
29,SRR23143799,31.3607,31.9067,32.4527,Max,32.1797,31.6337,Min,Mean,0
30,SRR23143799,31.3907,31.8651,32.3395,Max,32.1023,31.6279,Min,Mean,0
31,SRR23143799,31.3635,31.877,32.3904,Max,32.1337,31.6203,Min,Mean,0
32,SRR23143799,31.3204,31.7983,32.2762,Max,32.0372,31.5593,Min,Mean,0
33,SRR23143799,31.2777,31.8072,32.3367,Max,32.072,31.5425,Min,Mean,0
34,SRR23143799,31.1862,31.7481,32.3099,Max,32.029,31.4671,Min,Mean,0
35,SRR23143799,31.2807,31.7233,32.1658,Max,31.9445,31.502,Min,Mean,0
36,SRR23143799,31.0777,31.6503,32.2228,Max,31.9365,31.364,Min,Mean,0
37,SRR23143799,31.063,31.6232,32.1833,Max,31.9032,31.3431,Min,Mean,0
38,SRR23143799,31.0295,31.5703,32.1111,Max,31.8407,31.2999,Min,Mean,0
39,SRR23143799,30.9622,31.5363,32.1104,Max,31.8233,31.2493,Min,Mean,0
40,SRR23143799,30.9146,31.4143,31.9139,Max,31.6641,31.1644,Min,Mean,0
41,SRR23143799,30.847,31.3757,31.9044,Max,31.64,31.1113,Min,Mean,0
42,SRR23143799,30.8631,31.382,31.9009,Max,31.6414,31.1225,Min,Mean,0
43,SRR23143799,30.8053,31.4043,32.0034,Max,31.7039,31.1048,Min,Mean,0
44,SRR23143799,30.7395,31.3299,31.9202,Max,31.625,31.0347,Min,Mean,0
45,SRR23143799,30.7774,31.222,31.6667,Max,31.4444,30.9997,Min,Mean,0
46,SRR23143799,30.7893,31.2102,31.6311,Max,31.4207,30.9997,Min,Mean,0
47,SRR23143799,30.6729,31.1075,31.5421,Max,31.3248,30.8902,Min,Mean,0
48,SRR23143799,30.6598,31.0669,31.4739,Max,31.2704,30.8633,Min,Mean,0
49,SRR23143799,30.5677,30.97,31.3722,Max,31.1711,30.7689,Min,Mean,1
50,SRR23143799,30.3545,30.9319,31.5093,Max,31.2206,30.6432,Min,Mean,-1
51,SRR23143799,30.446,30.8548,31.2637,Max,31.0592,30.6504,Min,Mean,0
52,SRR23143799,30.4006,30.892,31.3835,Max,31.1378,30.6463,Min,Mean,0
53,SRR23143799,30.3512,30.7404,31.1297,Max,30.935,30.5458,Min,Mean,0
54,SRR23143799,30.397,30.9091,31.4213,Max,31.1652,30.6531,Min,Mean,0
55,SRR23143799,30.2843,30.7173,31.1504,Max,30.9339,30.5008,Min,Mean,0
56,SRR23143799,30.1973,30.7785,31.3596,Max,31.069,30.4879,Min,Mean,0
57,SRR23143799,30.1448,30.6588,31.1727,Max,30.9157,30.4018,Min,Mean,0
58,SRR23143799,30.1731,30.7428,31.3125,Max,31.0276,30.4579,Min,Mean,1
59,SRR23143799,30.0237,30.5266,31.0294,Max,30.778,30.2752,Min,Mean,-1
60,SRR23143799,30.0184,30.5591,31.0998,Max,30.8295,30.2888,Min,Mean,0
61,SRR23143799,29.9016,30.4084,30.9151,Max,30.6617,30.155,Min,Mean,0
